Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 3, Census Tract 17.01, Floyd County, Georgia",237,0.0,3.0,15.0,220.0,0.0,-1.0
"Block Group 1, Census Tract 17.02, Floyd County, Georgia",514,0.0,89.0,38.0,360.0,28.0,-1.0
"Block Group 2, Census Tract 17.02, Floyd County, Georgia",294,0.0,51.0,22.0,206.0,16.0,-1.0
"Block Group 3, Census Tract 17.02, Floyd County, Georgia",316,0.0,55.0,23.0,221.0,17.0,0.0
"Block Group 4, Census Tract 17.02, Floyd County, Georgia",284,0.0,49.0,21.0,199.0,15.0,0.0
"Block Group 1, Census Tract 18, Floyd County, Georgia",469,0.0,64.0,37.0,367.0,0.0,1.0
"Block Group 2, Census Tract 18, Floyd County, Georgia",361,0.0,50.0,29.0,283.0,0.0,-1.0
"Block Group 3, Census Tract 18, Floyd County, Georgia",665,0.0,91.0,53.0,521.0,0.0,0.0
"Block Group 1, Census Tract 20, Floyd County, Georgia",372,0.0,8.0,7.0,357.0,0.0,0.0
"Block Group 2, Census Tract 20, Floyd County, Georgia",266,0.0,6.0,5.0,255.0,0.0,0.0
"Block Group 3, Census Tract 20, Floyd County, Georgia",266,0.0,6.0,5.0,255.0,0.0,0.0
"Block Group 1, Census Tract 21, Floyd County, Georgia",486,0.0,176.0,94.0,208.0,9.0,-1.0
"Block Group 2, Census Tract 21, Floyd County, Georgia",390,0.0,141.0,75.0,167.0,7.0,0.0
"Block Group 3, Census Tract 21, Floyd County, Georgia",355,0.0,129.0,68.0,152.0,6.0,0.0
"Block Group 1, Census Tract 1301.01, Forsyth County, Georgia",378,0.0,0.0,25.0,339.0,14.0,0.0
"Block Group 2, Census Tract 1301.01, Forsyth County, Georgia",327,0.0,0.0,22.0,293.0,12.0,0.0
"Block Group 1, Census Tract 1301.02, Forsyth County, Georgia",646,0.0,42.0,15.0,589.0,0.0,0.0
"Block Group 1, Census Tract 1301.03, Forsyth County, Georgia",515,0.0,0.0,53.0,462.0,0.0,0.0
"Block Group 2, Census Tract 1301.03, Forsyth County, Georgia",480,0.0,0.0,49.0,431.0,0.0,0.0
"Block Group 3, Census Tract 1301.03, Forsyth County, Georgia",254,0.0,0.0,26.0,228.0,0.0,0.0
"Block Group 1, Census Tract 1301.04, Forsyth County, Georgia",496,0.0,0.0,34.0,462.0,0.0,0.0
"Block Group 2, Census Tract 1301.04, Forsyth County, Georgia",200,0.0,0.0,14.0,186.0,0.0,0.0
"Block Group 3, Census Tract 1301.04, Forsyth County, Georgia",381,0.0,0.0,26.0,355.0,0.0,0.0
"Block Group 1, Census Tract 1301.05, Forsyth County, Georgia",640,0.0,0.0,116.0,524.0,0.0,0.0
"Block Group 1, Census Tract 1302.01, Forsyth County, Georgia",393,0.0,0.0,12.0,370.0,11.0,0.0
"Block Group 2, Census Tract 1302.01, Forsyth County, Georgia",598,0.0,0.0,19.0,563.0,16.0,0.0
"Block Group 3, Census Tract 1302.01, Forsyth County, Georgia",254,0.0,0.0,8.0,239.0,7.0,0.0
"Block Group 1, Census Tract 1302.02, Forsyth County, Georgia",354,0.0,6.0,33.0,315.0,0.0,0.0
"Block Group 2, Census Tract 1302.02, Forsyth County, Georgia",200,0.0,3.0,18.0,178.0,0.0,1.0
"Block Group 3, Census Tract 1302.02, Forsyth County, Georgia",296,0.0,5.0,27.0,264.0,0.0,0.0
"Block Group 1, Census Tract 1302.03, Forsyth County, Georgia",819,15.0,0.0,120.0,668.0,0.0,16.0
"Block Group 2, Census Tract 1302.03, Forsyth County, Georgia",511,10.0,0.0,75.0,417.0,0.0,9.0
"Block Group 1, Census Tract 1302.04, Forsyth County, Georgia",1059,0.0,20.0,137.0,858.0,44.0,0.0
"Block Group 2, Census Tract 1302.04, Forsyth County, Georgia",837,0.0,16.0,108.0,678.0,35.0,0.0
"Block Group 1, Census Tract 1302.05, Forsyth County, Georgia",1005,0.0,75.0,178.0,730.0,22.0,0.0
"Block Group 2, Census Tract 1302.05, Forsyth County, Georgia",281,0.0,21.0,50.0,204.0,6.0,0.0
"Block Group 3, Census Tract 1302.05, Forsyth County, Georgia",267,0.0,20.0,47.0,194.0,6.0,0.0
"Block Group 1, Census Tract 1303.01, Forsyth County, Georgia",532,0.0,0.0,54.0,444.0,35.0,-1.0
"Block Group 2, Census Tract 1303.01, Forsyth County, Georgia",709,0.0,0.0,72.0,591.0,46.0,0.0
"Block Group 1, Census Tract 1303.02, Forsyth County, Georgia",303,0.0,11.0,9.0,278.0,5.0,0.0
"Block Group 2, Census Tract 1303.02, Forsyth County, Georgia",306,0.0,11.0,9.0,281.0,5.0,0.0
"Block Group 3, Census Tract 1303.02, Forsyth County, Georgia",332,0.0,12.0,10.0,305.0,5.0,0.0
"Block Group 1, Census Tract 1303.03, Forsyth County, Georgia",1054,0.0,78.0,169.0,737.0,71.0,-1.0
"Block Group 2, Census Tract 1303.03, Forsyth County, Georgia",293,0.0,22.0,47.0,205.0,20.0,-1.0
"Block Group 1, Census Tract 1303.04, Forsyth County, Georgia",434,0.0,9.0,24.0,383.0,18.0,0.0
"Block Group 2, Census Tract 1303.04, Forsyth County, Georgia",450,0.0,10.0,24.0,397.0,19.0,0.0
"Block Group 1, Census Tract 1303.05, Forsyth County, Georgia",204,0.0,5.0,16.0,162.0,21.0,0.0
"Block Group 2, Census Tract 1303.05, Forsyth County, Georgia",945,0.0,23.0,75.0,750.0,97.0,0.0
"Block Group 3, Census Tract 1303.05, Forsyth County, Georgia",643,0.0,16.0,51.0,510.0,66.0,0.0
"Block Group 1, Census Tract 1303.06, Forsyth County, Georgia",502,10.0,9.0,43.0,363.0,77.0,0.0
"Block Group 2, Census Tract 1303.06, Forsyth County, Georgia",797,16.0,15.0,68.0,576.0,122.0,0.0
"Block Group 1, Census Tract 1303.07, Forsyth County, Georgia",1123,0.0,49.0,24.0,880.0,170.0,0.0
"Block Group 2, Census Tract 1303.07, Forsyth County, Georgia",385,0.0,17.0,8.0,302.0,58.0,0.0
"Block Group 1, Census Tract 1304.03, Forsyth County, Georgia",578,0.0,7.0,137.0,428.0,6.0,0.0
"Block Group 2, Census Tract 1304.03, Forsyth County, Georgia",467,0.0,6.0,111.0,346.0,5.0,-1.0
"Block Group 3, Census Tract 1304.03, Forsyth County, Georgia",417,0.0,5.0,99.0,309.0,4.0,0.0
"Block Group 4, Census Tract 1304.03, Forsyth County, Georgia",336,0.0,4.0,80.0,249.0,3.0,0.0
"Block Group 1, Census Tract 1304.04, Forsyth County, Georgia",584,0.0,41.0,35.0,401.0,107.0,0.0
"Block Group 2, Census Tract 1304.04, Forsyth County, Georgia",835,0.0,58.0,50.0,574.0,153.0,0.0
"Block Group 1, Census Tract 1304.05, Forsyth County, Georgia",748,0.0,30.0,106.0,601.0,10.0,1.0
"Block Group 2, Census Tract 1304.05, Forsyth County, Georgia",582,0.0,24.0,82.0,468.0,8.0,0.0
"Block Group 1, Census Tract 1304.06, Forsyth County, Georgia",471,0.0,45.0,86.0,300.0,40.0,0.0
"Block Group 2, Census Tract 1304.06, Forsyth County, Georgia",964,0.0,92.0,177.0,613.0,82.0,0.0
"Block Group 3, Census Tract 1304.06, Forsyth County, Georgia",567,0.0,54.0,104.0,361.0,48.0,0.0
"Block Group 1, Census Tract 1304.08, Forsyth County, Georgia",525,0.0,35.0,138.0,342.0,10.0,0.0
"Block Group 2, Census Tract 1304.08, Forsyth County, Georgia",237,0.0,16.0,62.0,154.0,5.0,0.0
"Block Group 1, Census Tract 1304.09, Forsyth County, Georgia",249,0.0,0.0,48.0,201.0,0.0,0.0
"Block Group 2, Census Tract 1304.09, Forsyth County, Georgia",700,0.0,0.0,135.0,565.0,0.0,0.0
"Block Group 1, Census Tract 1304.10, Forsyth County, Georgia",135,1.0,13.0,35.0,76.0,10.0,0.0
"Block Group 2, Census Tract 1304.10, Forsyth County, Georgia",341,3.0,32.0,88.0,192.0,26.0,0.0
"Block Group 3, Census Tract 1304.10, Forsyth County, Georgia",478,4.0,44.0,124.0,269.0,37.0,0.0
"Block Group 1, Census Tract 1305.03, Forsyth County, Georgia",454,0.0,0.0,14.0,432.0,7.0,1.0
"Block Group 2, Census Tract 1305.03, Forsyth County, Georgia",150,0.0,0.0,5.0,143.0,2.0,0.0
"Block Group 1, Census Tract 1305.04, Forsyth County, Georgia",694,0.0,29.0,14.0,634.0,17.0,0.0
"Block Group 2, Census Tract 1305.04, Forsyth County, Georgia",555,0.0,23.0,11.0,507.0,14.0,0.0
"Block Group 1, Census Tract 1305.05, Forsyth County, Georgia",98,0.0,0.0,5.0,86.0,7.0,0.0
"Block Group 2, Census Tract 1305.05, Forsyth County, Georgia",437,0.0,0.0,23.0,383.0,31.0,0.0
"Block Group 1, Census Tract 1305.06, Forsyth County, Georgia",179,0.0,0.0,23.0,156.0,0.0,0.0
"Block Group 2, Census Tract 1305.06, Forsyth County, Georgia",717,0.0,0.0,92.0,625.0,0.0,0.0
"Block Group 1, Census Tract 1305.07, Forsyth County, Georgia",280,0.0,0.0,20.0,228.0,33.0,-1.0
"Block Group 2, Census Tract 1305.07, Forsyth County, Georgia",285,0.0,0.0,20.0,232.0,33.0,0.0
"Block Group 1, Census Tract 1305.08, Forsyth County, Georgia",616,0.0,18.0,48.0,514.0,36.0,0.0
"Block Group 2, Census Tract 1305.08, Forsyth County, Georgia",437,0.0,13.0,34.0,364.0,26.0,0.0
"Block Group 1, Census Tract 1305.09, Forsyth County, Georgia",477,0.0,66.0,37.0,324.0,50.0,0.0
"Block Group 2, Census Tract 1305.09, Forsyth County, Georgia",534,0.0,74.0,42.0,362.0,56.0,0.0
"Block Group 1, Census Tract 1305.10, Forsyth County, Georgia",584,0.0,29.0,60.0,353.0,143.0,-1.0
"Block Group 2, Census Tract 1305.10, Forsyth County, Georgia",415,0.0,20.0,42.0,251.0,101.0,1.0
"Block Group 3, Census Tract 1305.10, Forsyth County, Georgia",389,0.0,19.0,40.0,235.0,95.0,0.0
"Block Group 1, Census Tract 1306.01, Forsyth County, Georgia",934,13.0,36.0,141.0,518.0,226.0,0.0
"Block Group 2, Census Tract 1306.01, Forsyth County, Georgia",490,7.0,19.0,74.0,272.0,119.0,-1.0
"Block Group 3, Census Tract 1306.01, Forsyth County, Georgia",442,6.0,17.0,67.0,245.0,107.0,0.0
"Block Group 1, Census Tract 1306.02, Forsyth County, Georgia",1164,0.0,71.0,335.0,644.0,115.0,-1.0
"Block Group 2, Census Tract 1306.02, Forsyth County, Georgia",1032,0.0,63.0,297.0,571.0,102.0,-1.0
"Block Group 1, Census Tract 1306.03, Forsyth County, Georgia",748,0.0,44.0,71.0,352.0,281.0,0.0
"Block Group 2, Census Tract 1306.03, Forsyth County, Georgia",825,0.0,49.0,78.0,388.0,310.0,0.0
"Block Group 3, Census Tract 1306.03, Forsyth County, Georgia",479,0.0,28.0,45.0,225.0,180.0,1.0
"Block Group 1, Census Tract 1306.04, Forsyth County, Georgia",565,2.0,19.0,17.0,386.0,141.0,0.0
"Block Group 2, Census Tract 1306.04, Forsyth County, Georgia",247,1.0,8.0,7.0,169.0,62.0,0.0
"Block Group 3, Census Tract 1306.04, Forsyth County, Georgia",324,1.0,11.0,10.0,221.0,81.0,0.0
"Block Group 1, Census Tract 1306.05, Forsyth County, Georgia",397,0.0,0.0,15.0,252.0,129.0,1.0
"Block Group 2, Census Tract 1306.05, Forsyth County, Georgia",377,0.0,0.0,15.0,240.0,123.0,-1.0
"Block Group 1, Census Tract 1306.06, Forsyth County, Georgia",555,0.0,17.0,26.0,386.0,126.0,0.0
"Block Group 2, Census Tract 1306.06, Forsyth County, Georgia",297,0.0,9.0,14.0,207.0,67.0,0.0
"Block Group 1, Census Tract 1306.07, Forsyth County, Georgia",636,5.0,17.0,22.0,296.0,295.0,1.0
"Block Group 2, Census Tract 1306.07, Forsyth County, Georgia",74,1.0,2.0,3.0,34.0,34.0,0.0
"Block Group 3, Census Tract 1306.07, Forsyth County, Georgia",713,6.0,19.0,24.0,332.0,331.0,1.0
"Block Group 1, Census Tract 1306.08, Forsyth County, Georgia",681,0.0,19.0,5.0,219.0,438.0,0.0
"Block Group 2, Census Tract 1306.08, Forsyth County, Georgia",433,0.0,12.0,3.0,139.0,278.0,1.0
"Block Group 3, Census Tract 1306.08, Forsyth County, Georgia",202,0.0,6.0,2.0,65.0,130.0,-1.0
"Block Group 1, Census Tract 1306.09, Forsyth County, Georgia",691,0.0,25.0,35.0,331.0,300.0,0.0
"Block Group 2, Census Tract 1306.09, Forsyth County, Georgia",335,0.0,12.0,17.0,160.0,145.0,1.0
"Block Group 3, Census Tract 1306.09, Forsyth County, Georgia",888,0.0,33.0,46.0,425.0,385.0,-1.0
"Block Group 1, Census Tract 1306.10, Forsyth County, Georgia",94,0.0,0.0,2.0,67.0,25.0,0.0
"Block Group 2, Census Tract 1306.10, Forsyth County, Georgia",457,0.0,0.0,12.0,326.0,119.0,0.0
"Block Group 3, Census Tract 1306.10, Forsyth County, Georgia",191,0.0,0.0,5.0,136.0,50.0,0.0
"Block Group 1, Census Tract 1306.11, Forsyth County, Georgia",331,0.0,0.0,16.0,193.0,122.0,0.0
"Block Group 2, Census Tract 1306.11, Forsyth County, Georgia",619,0.0,0.0,29.0,362.0,228.0,0.0
"Block Group 1, Census Tract 1306.12, Forsyth County, Georgia",803,11.0,14.0,53.0,538.0,187.0,0.0
"Block Group 2, Census Tract 1306.12, Forsyth County, Georgia",191,3.0,3.0,13.0,128.0,44.0,0.0
"Block Group 3, Census Tract 1306.12, Forsyth County, Georgia",329,5.0,6.0,22.0,220.0,76.0,0.0
"Block Group 1, Census Tract 1306.13, Forsyth County, Georgia",461,0.0,0.0,18.0,278.0,165.0,0.0
"Block Group 2, Census Tract 1306.13, Forsyth County, Georgia",635,0.0,0.0,25.0,383.0,227.0,0.0
"Block Group 1, Census Tract 8901.01, Franklin County, Georgia",128,0.0,32.0,13.0,83.0,0.0,0.0
"Block Group 2, Census Tract 8901.01, Franklin County, Georgia",440,0.0,111.0,44.0,284.0,0.0,1.0
"Block Group 3, Census Tract 8901.01, Franklin County, Georgia",620,0.0,157.0,62.0,401.0,0.0,0.0
"Block Group 1, Census Tract 8901.02, Franklin County, Georgia",137,0.0,24.0,9.0,104.0,0.0,0.0
"Block Group 2, Census Tract 8901.02, Franklin County, Georgia",291,0.0,51.0,18.0,221.0,0.0,1.0
"Block Group 3, Census Tract 8901.02, Franklin County, Georgia",428,0.0,76.0,27.0,326.0,0.0,-1.0
"Block Group 1, Census Tract 8902, Franklin County, Georgia",479,0.0,27.0,39.0,394.0,20.0,-1.0
"Block Group 2, Census Tract 8902, Franklin County, Georgia",210,0.0,12.0,17.0,173.0,9.0,-1.0
"Block Group 3, Census Tract 8902, Franklin County, Georgia",438,0.0,25.0,35.0,360.0,18.0,0.0
"Block Group 4, Census Tract 8902, Franklin County, Georgia",209,0.0,12.0,17.0,172.0,9.0,-1.0
"Block Group 1, Census Tract 8903, Franklin County, Georgia",211,0.0,0.0,0.0,211.0,0.0,0.0
"Block Group 2, Census Tract 8903, Franklin County, Georgia",345,0.0,0.0,0.0,345.0,0.0,0.0
"Block Group 1, Census Tract 8904, Franklin County, Georgia",296,0.0,31.0,10.0,251.0,5.0,-1.0
"Block Group 2, Census Tract 8904, Franklin County, Georgia",361,0.0,37.0,12.0,306.0,6.0,0.0
"Block Group 3, Census Tract 8904, Franklin County, Georgia",176,0.0,18.0,6.0,149.0,3.0,0.0
"Block Group 4, Census Tract 8904, Franklin County, Georgia",414,0.0,43.0,14.0,350.0,7.0,0.0
"Block Group 1, Census Tract 1, Fulton County, Georgia",174,0.0,2.0,6.0,156.0,9.0,1.0
"Block Group 2, Census Tract 1, Fulton County, Georgia",366,0.0,5.0,13.0,329.0,19.0,0.0
"Block Group 3, Census Tract 1, Fulton County, Georgia",533,0.0,7.0,19.0,479.0,27.0,1.0
"Block Group 4, Census Tract 1, Fulton County, Georgia",446,0.0,6.0,16.0,401.0,23.0,0.0
"Block Group 1, Census Tract 2, Fulton County, Georgia",495,0.0,15.0,5.0,460.0,15.0,0.0
"Block Group 2, Census Tract 2, Fulton County, Georgia",489,0.0,15.0,5.0,455.0,14.0,0.0
"Block Group 3, Census Tract 2, Fulton County, Georgia",307,0.0,9.0,3.0,285.0,9.0,1.0
"Block Group 4, Census Tract 2, Fulton County, Georgia",421,0.0,13.0,5.0,391.0,12.0,0.0
"Block Group 5, Census Tract 2, Fulton County, Georgia",348,0.0,11.0,4.0,323.0,10.0,0.0
"Block Group 1, Census Tract 4, Fulton County, Georgia",233,0.0,41.0,12.0,164.0,16.0,0.0
"Block Group 2, Census Tract 4, Fulton County, Georgia",463,0.0,82.0,23.0,327.0,31.0,0.0
"Block Group 1, Census Tract 5, Fulton County, Georgia",1638,0.0,368.0,135.0,981.0,153.0,1.0
"Block Group 2, Census Tract 5, Fulton County, Georgia",278,0.0,63.0,23.0,167.0,26.0,-1.0
"Block Group 3, Census Tract 5, Fulton County, Georgia",460,0.0,103.0,38.0,276.0,43.0,0.0
"Block Group 1, Census Tract 6, Fulton County, Georgia",2465,0.0,616.0,196.0,1271.0,382.0,0.0
"Block Group 1, Census Tract 7, Fulton County, Georgia",107,3.0,26.0,11.0,60.0,7.0,0.0
"Block Group 2, Census Tract 7, Fulton County, Georgia",333,10.0,82.0,33.0,186.0,23.0,-1.0
"Block Group 1, Census Tract 10.01, Fulton County, Georgia",459,3.0,75.0,21.0,232.0,128.0,0.0
"Block Group 2, Census Tract 10.01, Fulton County, Georgia",445,3.0,73.0,20.0,225.0,124.0,0.0
"Block Group 1, Census Tract 10.02, Fulton County, Georgia",2139,13.0,733.0,203.0,611.0,579.0,0.0
"Block Group 1, Census Tract 11, Fulton County, Georgia",483,0.0,44.0,4.0,359.0,76.0,0.0
"Block Group 2, Census Tract 11, Fulton County, Georgia",586,0.0,54.0,5.0,435.0,92.0,0.0
"Block Group 3, Census Tract 11, Fulton County, Georgia",1187,0.0,109.0,11.0,882.0,186.0,-1.0
"Block Group 1, Census Tract 12.01, Fulton County, Georgia",1040,0.0,99.0,28.0,841.0,72.0,0.0
"Block Group 2, Census Tract 12.01, Fulton County, Georgia",1020,0.0,97.0,27.0,825.0,70.0,1.0
"Block Group 1, Census Tract 12.02, Fulton County, Georgia",1361,0.0,216.0,137.0,798.0,209.0,1.0
"Block Group 2, Census Tract 12.02, Fulton County, Georgia",599,0.0,95.0,61.0,351.0,92.0,0.0
"Block Group 1, Census Tract 13, Fulton County, Georgia",1040,0.0,138.0,161.0,697.0,44.0,0.0
"Block Group 2, Census Tract 13, Fulton County, Georgia",241,0.0,32.0,37.0,162.0,10.0,0.0
"Block Group 3, Census Tract 13, Fulton County, Georgia",701,0.0,93.0,108.0,470.0,30.0,0.0
"Block Group 1, Census Tract 14, Fulton County, Georgia",965,0.0,65.0,41.0,847.0,12.0,0.0
"Block Group 2, Census Tract 14, Fulton County, Georgia",422,0.0,29.0,18.0,370.0,5.0,0.0
"Block Group 1, Census Tract 15, Fulton County, Georgia",855,0.0,101.0,85.0,643.0,25.0,1.0
"Block Group 2, Census Tract 15, Fulton County, Georgia",515,0.0,61.0,51.0,387.0,15.0,1.0
"Block Group 3, Census Tract 15, Fulton County, Georgia",524,0.0,62.0,52.0,394.0,16.0,0.0
"Block Group 4, Census Tract 15, Fulton County, Georgia",468,0.0,55.0,47.0,352.0,14.0,0.0
"Block Group 1, Census Tract 16, Fulton County, Georgia",1019,0.0,269.0,43.0,672.0,35.0,0.0
"Block Group 1, Census Tract 17, Fulton County, Georgia",2233,0.0,778.0,97.0,1217.0,141.0,0.0
"Block Group 2, Census Tract 17, Fulton County, Georgia",63,0.0,22.0,3.0,34.0,4.0,0.0
"Block Group 1, Census Tract 18, Fulton County, Georgia",1130,0.0,519.0,45.0,522.0,44.0,0.0
"Block Group 2, Census Tract 18, Fulton County, Georgia",129,0.0,59.0,5.0,60.0,5.0,0.0
"Block Group 3, Census Tract 18, Fulton County, Georgia",396,0.0,182.0,16.0,183.0,16.0,-1.0
"Block Group 1, Census Tract 19, Fulton County, Georgia",1039,6.0,328.0,74.0,443.0,188.0,0.0
"Block Group 2, Census Tract 19, Fulton County, Georgia",1571,9.0,496.0,112.0,670.0,284.0,0.0
"Block Group 1, Census Tract 21, Fulton County, Georgia",922,0.0,513.0,97.0,203.0,108.0,1.0
"Block Group 1, Census Tract 23, Fulton County, Georgia",85,0.0,79.0,0.0,6.0,0.0,0.0
"Block Group 2, Census Tract 23, Fulton County, Georgia",52,0.0,48.0,0.0,4.0,0.0,0.0
"Block Group 3, Census Tract 23, Fulton County, Georgia",165,0.0,154.0,0.0,11.0,0.0,0.0
"Block Group 1, Census Tract 24, Fulton County, Georgia",442,0.0,417.0,0.0,21.0,4.0,0.0
"Block Group 2, Census Tract 24, Fulton County, Georgia",335,0.0,316.0,0.0,16.0,3.0,0.0
"Block Group 1, Census Tract 25, Fulton County, Georgia",884,0.0,821.0,31.0,23.0,9.0,0.0
"Block Group 2, Census Tract 25, Fulton County, Georgia",215,0.0,200.0,7.0,6.0,2.0,0.0
"Block Group 1, Census Tract 26, Fulton County, Georgia",636,0.0,589.0,16.0,22.0,9.0,0.0
"Block Group 1, Census Tract 28, Fulton County, Georgia",2611,13.0,1549.0,214.0,635.0,200.0,0.0
"Block Group 2, Census Tract 28, Fulton County, Georgia",151,1.0,90.0,12.0,37.0,12.0,-1.0
"Block Group 1, Census Tract 29, Fulton County, Georgia",1517,0.0,277.0,94.0,1043.0,103.0,0.0
"Block Group 1, Census Tract 30, Fulton County, Georgia",1080,0.0,122.0,47.0,857.0,54.0,0.0
"Block Group 2, Census Tract 30, Fulton County, Georgia",750,0.0,85.0,32.0,595.0,37.0,1.0
"Block Group 1, Census Tract 31, Fulton County, Georgia",594,0.0,124.0,23.0,430.0,18.0,-1.0
"Block Group 2, Census Tract 31, Fulton County, Georgia",314,0.0,65.0,12.0,227.0,9.0,1.0
"Block Group 1, Census Tract 32, Fulton County, Georgia",1410,0.0,126.0,31.0,1193.0,60.0,0.0
"Block Group 1, Census Tract 35, Fulton County, Georgia",356,0.0,201.0,22.0,127.0,6.0,0.0
"Block Group 2, Census Tract 35, Fulton County, Georgia",274,0.0,155.0,17.0,97.0,5.0,0.0
"Block Group 1, Census Tract 36, Fulton County, Georgia",415,0.0,353.0,20.0,42.0,0.0,0.0
"Block Group 1, Census Tract 37, Fulton County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 1, Census Tract 38, Fulton County, Georgia",1496,9.0,1205.0,70.0,138.0,73.0,1.0
"Block Group 1, Census Tract 39, Fulton County, Georgia",346,0.0,337.0,4.0,6.0,0.0,-1.0
"Block Group 2, Census Tract 39, Fulton County, Georgia",481,0.0,468.0,5.0,8.0,0.0,0.0
"Block Group 1, Census Tract 40, Fulton County, Georgia",385,0.0,380.0,0.0,5.0,0.0,0.0
"Block Group 2, Census Tract 40, Fulton County, Georgia",174,0.0,172.0,0.0,2.0,0.0,0.0
"Block Group 3, Census Tract 40, Fulton County, Georgia",114,0.0,112.0,0.0,2.0,0.0,0.0
"Block Group 1, Census Tract 41, Fulton County, Georgia",195,0.0,180.0,0.0,15.0,0.0,0.0
"Block Group 2, Census Tract 41, Fulton County, Georgia",325,0.0,299.0,0.0,26.0,0.0,0.0
"Block Group 3, Census Tract 41, Fulton County, Georgia",194,0.0,179.0,0.0,15.0,0.0,0.0
"Block Group 1, Census Tract 42, Fulton County, Georgia",310,0.0,291.0,0.0,19.0,0.0,0.0
"Block Group 2, Census Tract 42, Fulton County, Georgia",565,0.0,530.0,0.0,35.0,0.0,0.0
"Block Group 1, Census Tract 43, Fulton County, Georgia",1353,0.0,1001.0,52.0,171.0,129.0,0.0
"Block Group 2, Census Tract 43, Fulton County, Georgia",703,0.0,520.0,27.0,89.0,67.0,0.0
"Block Group 1, Census Tract 44, Fulton County, Georgia",970,0.0,912.0,17.0,42.0,0.0,-1.0
"Block Group 1, Census Tract 48, Fulton County, Georgia",391,0.0,235.0,20.0,63.0,73.0,0.0
"Block Group 1, Census Tract 49, Fulton County, Georgia",459,0.0,121.0,25.0,287.0,25.0,1.0
"Block Group 2, Census Tract 49, Fulton County, Georgia",573,0.0,151.0,32.0,359.0,32.0,-1.0
"Block Group 1, Census Tract 50, Fulton County, Georgia",889,0.0,109.0,10.0,728.0,43.0,-1.0
"Block Group 1, Census Tract 52, Fulton County, Georgia",434,0.0,108.0,25.0,283.0,18.0,0.0
"Block Group 2, Census Tract 52, Fulton County, Georgia",607,0.0,151.0,35.0,396.0,25.0,0.0
"Block Group 3, Census Tract 52, Fulton County, Georgia",2580,0.0,640.0,149.0,1683.0,108.0,0.0
"Block Group 1, Census Tract 53, Fulton County, Georgia",766,0.0,144.0,47.0,557.0,9.0,9.0
"Block Group 2, Census Tract 53, Fulton County, Georgia",469,0.0,88.0,29.0,341.0,5.0,6.0
"Block Group 3, Census Tract 53, Fulton County, Georgia",215,0.0,40.0,13.0,156.0,2.0,4.0
"Block Group 1, Census Tract 55.01, Fulton County, Georgia",148,2.0,103.0,6.0,34.0,3.0,0.0
"Block Group 2, Census Tract 55.01, Fulton County, Georgia",559,8.0,389.0,24.0,127.0,11.0,0.0
"Block Group 1, Census Tract 55.02, Fulton County, Georgia",1080,0.0,1024.0,0.0,56.0,0.0,0.0
"Block Group 1, Census Tract 57, Fulton County, Georgia",470,0.0,422.0,22.0,26.0,0.0,0.0
"Block Group 1, Census Tract 58, Fulton County, Georgia",796,0.0,626.0,8.0,122.0,40.0,0.0
"Block Group 1, Census Tract 60, Fulton County, Georgia",121,0.0,104.0,4.0,10.0,3.0,0.0
"Block Group 2, Census Tract 60, Fulton County, Georgia",245,0.0,210.0,9.0,20.0,6.0,0.0
"Block Group 3, Census Tract 60, Fulton County, Georgia",238,0.0,204.0,9.0,20.0,6.0,-1.0
"Block Group 4, Census Tract 60, Fulton County, Georgia",140,0.0,120.0,5.0,12.0,3.0,0.0
"Block Group 1, Census Tract 61, Fulton County, Georgia",254,0.0,252.0,2.0,0.0,0.0,0.0
"Block Group 2, Census Tract 61, Fulton County, Georgia",515,0.0,510.0,5.0,0.0,0.0,0.0
"Block Group 3, Census Tract 61, Fulton County, Georgia",126,0.0,125.0,1.0,0.0,0.0,0.0
"Block Group 4, Census Tract 61, Fulton County, Georgia",190,0.0,188.0,2.0,0.0,0.0,0.0
"Block Group 1, Census Tract 62, Fulton County, Georgia",427,0.0,399.0,0.0,28.0,0.0,0.0
"Block Group 2, Census Tract 62, Fulton County, Georgia",111,0.0,104.0,0.0,7.0,0.0,0.0
"Block Group 1, Census Tract 63, Fulton County, Georgia",257,0.0,240.0,0.0,13.0,4.0,0.0
"Block Group 2, Census Tract 63, Fulton County, Georgia",155,0.0,145.0,0.0,8.0,2.0,0.0
"Block Group 1, Census Tract 64, Fulton County, Georgia",454,13.0,159.0,155.0,128.0,0.0,-1.0
"Block Group 1, Census Tract 65, Fulton County, Georgia",149,0.0,116.0,0.0,33.0,0.0,0.0
"Block Group 2, Census Tract 65, Fulton County, Georgia",224,0.0,175.0,0.0,49.0,0.0,0.0
"Block Group 3, Census Tract 65, Fulton County, Georgia",149,0.0,116.0,0.0,33.0,0.0,0.0
"Block Group 4, Census Tract 65, Fulton County, Georgia",748,0.0,584.0,0.0,164.0,0.0,0.0
"Block Group 1, Census Tract 66.01, Fulton County, Georgia",228,0.0,184.0,0.0,41.0,3.0,0.0
