Geographic Area Names,Total Female Age 18-44 years,"Total AmericanIndianORAlaskaNative Female, 18-44","Total BlackorAfricanAmerican Female, 18-44","Total HispanicORlatino Female, 18-44","Total White Female, 18-44","Total Asian Female, 18-44","Total NativeHawaiin&OtherPacificIslander Female, 18-44"
"Block Group 1, Census Tract 9602.01, Troup County, Georgia",708,0.0,93.0,72.0,493.0,51.0,-1.0
"Block Group 1, Census Tract 9602.02, Troup County, Georgia",599,0.0,53.0,16.0,495.0,13.0,22.0
"Block Group 1, Census Tract 9603, Troup County, Georgia",206,0.0,16.0,14.0,173.0,3.0,0.0
"Block Group 2, Census Tract 9603, Troup County, Georgia",170,0.0,13.0,12.0,142.0,3.0,0.0
"Block Group 3, Census Tract 9603, Troup County, Georgia",359,0.0,28.0,25.0,301.0,5.0,0.0
"Block Group 1, Census Tract 9604, Troup County, Georgia",41,0.0,20.0,4.0,15.0,1.0,1.0
"Block Group 2, Census Tract 9604, Troup County, Georgia",524,0.0,261.0,55.0,196.0,12.0,0.0
"Block Group 3, Census Tract 9604, Troup County, Georgia",1605,0.0,801.0,168.0,601.0,35.0,0.0
"Block Group 1, Census Tract 9605.01, Troup County, Georgia",507,0.0,287.0,4.0,216.0,0.0,0.0
"Block Group 2, Census Tract 9605.01, Troup County, Georgia",137,0.0,77.0,1.0,58.0,0.0,1.0
"Block Group 3, Census Tract 9605.01, Troup County, Georgia",330,0.0,187.0,3.0,141.0,0.0,-1.0
"Block Group 4, Census Tract 9605.01, Troup County, Georgia",375,0.0,212.0,3.0,160.0,0.0,0.0
"Block Group 1, Census Tract 9605.02, Troup County, Georgia",316,0.0,126.0,6.0,156.0,28.0,0.0
"Block Group 2, Census Tract 9605.02, Troup County, Georgia",1640,0.0,652.0,31.0,811.0,146.0,0.0
"Block Group 1, Census Tract 9606, Troup County, Georgia",581,0.0,332.0,46.0,196.0,8.0,-1.0
"Block Group 2, Census Tract 9606, Troup County, Georgia",317,0.0,181.0,25.0,107.0,4.0,0.0
"Block Group 3, Census Tract 9606, Troup County, Georgia",83,0.0,47.0,7.0,28.0,1.0,0.0
"Block Group 4, Census Tract 9606, Troup County, Georgia",467,0.0,266.0,37.0,157.0,6.0,1.0
"Block Group 1, Census Tract 9607, Troup County, Georgia",334,0.0,110.0,9.0,201.0,14.0,0.0
"Block Group 2, Census Tract 9607, Troup County, Georgia",435,0.0,143.0,11.0,262.0,19.0,0.0
"Block Group 3, Census Tract 9607, Troup County, Georgia",379,0.0,125.0,10.0,228.0,16.0,0.0
"Block Group 4, Census Tract 9607, Troup County, Georgia",223,0.0,73.0,6.0,134.0,10.0,0.0
"Block Group 1, Census Tract 9608, Troup County, Georgia",367,0.0,240.0,3.0,122.0,2.0,0.0
"Block Group 2, Census Tract 9608, Troup County, Georgia",531,0.0,347.0,5.0,177.0,2.0,0.0
"Block Group 3, Census Tract 9608, Troup County, Georgia",269,0.0,176.0,2.0,90.0,1.0,0.0
"Block Group 1, Census Tract 9609.01, Troup County, Georgia",321,8.0,212.0,34.0,59.0,9.0,-1.0
"Block Group 2, Census Tract 9609.01, Troup County, Georgia",447,11.0,295.0,47.0,83.0,12.0,-1.0
"Block Group 3, Census Tract 9609.01, Troup County, Georgia",878,21.0,580.0,92.0,162.0,24.0,-1.0
"Block Group 1, Census Tract 9609.02, Troup County, Georgia",607,0.0,185.0,0.0,416.0,6.0,0.0
"Block Group 2, Census Tract 9609.02, Troup County, Georgia",857,0.0,262.0,0.0,587.0,8.0,0.0
"Block Group 3, Census Tract 9609.02, Troup County, Georgia",529,0.0,161.0,0.0,363.0,5.0,0.0
"Block Group 1, Census Tract 9610, Troup County, Georgia",675,0.0,353.0,0.0,322.0,0.0,0.0
"Block Group 2, Census Tract 9610, Troup County, Georgia",295,0.0,154.0,0.0,141.0,0.0,0.0
"Block Group 3, Census Tract 9610, Troup County, Georgia",249,0.0,130.0,0.0,119.0,0.0,0.0
"Block Group 4, Census Tract 9610, Troup County, Georgia",388,0.0,203.0,0.0,185.0,0.0,0.0
"Block Group 1, Census Tract 9611, Troup County, Georgia",370,0.0,43.0,0.0,327.0,0.0,0.0
"Block Group 2, Census Tract 9611, Troup County, Georgia",241,0.0,28.0,0.0,213.0,0.0,0.0
"Block Group 1, Census Tract 9702, Turner County, Georgia",221,0.0,136.0,18.0,67.0,0.0,0.0
"Block Group 2, Census Tract 9702, Turner County, Georgia",128,0.0,79.0,11.0,39.0,0.0,-1.0
"Block Group 3, Census Tract 9702, Turner County, Georgia",374,0.0,230.0,31.0,113.0,0.0,0.0
"Block Group 4, Census Tract 9702, Turner County, Georgia",489,0.0,301.0,41.0,148.0,0.0,-1.0
"Block Group 5, Census Tract 9702, Turner County, Georgia",96,0.0,59.0,8.0,29.0,0.0,0.0
"Block Group 1, Census Tract 9703, Turner County, Georgia",316,0.0,36.0,4.0,269.0,7.0,0.0
"Block Group 2, Census Tract 9703, Turner County, Georgia",47,0.0,5.0,1.0,40.0,1.0,0.0
"Block Group 3, Census Tract 9703, Turner County, Georgia",169,0.0,19.0,2.0,144.0,4.0,0.0
"Block Group 4, Census Tract 9703, Turner County, Georgia",146,0.0,17.0,2.0,124.0,3.0,0.0
"Block Group 1, Census Tract 601, Twiggs County, Georgia",182,0.0,65.0,0.0,117.0,0.0,0.0
"Block Group 2, Census Tract 601, Twiggs County, Georgia",343,0.0,122.0,0.0,221.0,0.0,0.0
"Block Group 3, Census Tract 601, Twiggs County, Georgia",110,0.0,39.0,0.0,71.0,0.0,0.0
"Block Group 4, Census Tract 601, Twiggs County, Georgia",412,0.0,147.0,0.0,265.0,0.0,0.0
"Block Group 1, Census Tract 602, Twiggs County, Georgia",148,0.0,97.0,0.0,51.0,0.0,0.0
"Block Group 2, Census Tract 602, Twiggs County, Georgia",243,0.0,159.0,0.0,84.0,0.0,0.0
"Block Group 3, Census Tract 602, Twiggs County, Georgia",214,0.0,140.0,0.0,74.0,0.0,0.0
"Block Group 4, Census Tract 602, Twiggs County, Georgia",146,0.0,96.0,0.0,50.0,0.0,0.0
"Block Group 1, Census Tract 1.01, Union County, Georgia",809,0.0,0.0,0.0,809.0,0.0,0.0
"Block Group 1, Census Tract 1.02, Union County, Georgia",54,0.0,0.0,9.0,45.0,0.0,0.0
"Block Group 2, Census Tract 1.02, Union County, Georgia",106,0.0,0.0,18.0,88.0,0.0,0.0
"Block Group 3, Census Tract 1.02, Union County, Georgia",334,0.0,0.0,58.0,276.0,0.0,0.0
"Block Group 1, Census Tract 2.01, Union County, Georgia",346,7.0,3.0,13.0,323.0,0.0,0.0
"Block Group 2, Census Tract 2.01, Union County, Georgia",226,4.0,2.0,8.0,211.0,0.0,1.0
"Block Group 1, Census Tract 2.03, Union County, Georgia",150,0.0,0.0,5.0,145.0,0.0,0.0
"Block Group 2, Census Tract 2.03, Union County, Georgia",201,0.0,0.0,7.0,194.0,0.0,0.0
"Block Group 1, Census Tract 2.04, Union County, Georgia",519,0.0,0.0,36.0,483.0,0.0,0.0
"Block Group 2, Census Tract 2.04, Union County, Georgia",216,0.0,0.0,15.0,201.0,0.0,0.0
"Block Group 1, Census Tract 2.05, Union County, Georgia",145,2.0,0.0,5.0,138.0,0.0,0.0
"Block Group 2, Census Tract 2.05, Union County, Georgia",599,8.0,0.0,20.0,571.0,0.0,0.0
"Block Group 3, Census Tract 2.05, Union County, Georgia",107,1.0,0.0,4.0,102.0,0.0,0.0
"Block Group 4, Census Tract 2.05, Union County, Georgia",176,2.0,0.0,6.0,168.0,0.0,0.0
"Block Group 1, Census Tract 101, Upson County, Georgia",444,0.0,93.0,0.0,351.0,0.0,0.0
"Block Group 2, Census Tract 101, Upson County, Georgia",262,0.0,55.0,0.0,207.0,0.0,0.0
"Block Group 1, Census Tract 102.01, Upson County, Georgia",330,0.0,57.0,54.0,209.0,3.0,7.0
"Block Group 2, Census Tract 102.01, Upson County, Georgia",809,0.0,139.0,133.0,512.0,7.0,18.0
"Block Group 3, Census Tract 102.01, Upson County, Georgia",346,0.0,59.0,57.0,219.0,3.0,8.0
"Block Group 1, Census Tract 102.02, Upson County, Georgia",125,0.0,4.0,0.0,121.0,0.0,0.0
"Block Group 2, Census Tract 102.02, Upson County, Georgia",224,0.0,7.0,0.0,217.0,0.0,0.0
"Block Group 1, Census Tract 103, Upson County, Georgia",418,0.0,27.0,0.0,374.0,18.0,-1.0
"Block Group 2, Census Tract 103, Upson County, Georgia",278,0.0,18.0,0.0,249.0,12.0,-1.0
"Block Group 1, Census Tract 104, Upson County, Georgia",325,0.0,106.0,11.0,208.0,0.0,0.0
"Block Group 2, Census Tract 104, Upson County, Georgia",337,0.0,110.0,12.0,216.0,0.0,-1.0
"Block Group 3, Census Tract 104, Upson County, Georgia",344,0.0,112.0,12.0,220.0,0.0,0.0
"Block Group 4, Census Tract 104, Upson County, Georgia",153,0.0,50.0,5.0,98.0,0.0,0.0
"Block Group 5, Census Tract 104, Upson County, Georgia",118,0.0,38.0,4.0,75.0,0.0,1.0
"Block Group 6, Census Tract 104, Upson County, Georgia",203,0.0,66.0,7.0,130.0,0.0,0.0
"Block Group 1, Census Tract 105, Upson County, Georgia",541,0.0,320.0,0.0,221.0,0.0,0.0
"Block Group 2, Census Tract 105, Upson County, Georgia",464,0.0,274.0,0.0,190.0,0.0,0.0
"Block Group 3, Census Tract 105, Upson County, Georgia",49,0.0,29.0,0.0,20.0,0.0,0.0
"Block Group 4, Census Tract 105, Upson County, Georgia",0,0.0,0.0,0.0,0.0,0.0,0.0
"Block Group 5, Census Tract 105, Upson County, Georgia",328,0.0,194.0,0.0,134.0,0.0,0.0
"Block Group 1, Census Tract 106, Upson County, Georgia",285,0.0,137.0,0.0,148.0,0.0,0.0
"Block Group 1, Census Tract 201, Walker County, Georgia",93,0.0,1.0,0.0,91.0,1.0,0.0
"Block Group 2, Census Tract 201, Walker County, Georgia",654,0.0,8.0,0.0,641.0,5.0,0.0
"Block Group 3, Census Tract 201, Walker County, Georgia",266,0.0,3.0,0.0,261.0,2.0,0.0
"Block Group 4, Census Tract 201, Walker County, Georgia",74,0.0,1.0,0.0,73.0,1.0,-1.0
"Block Group 5, Census Tract 201, Walker County, Georgia",129,0.0,2.0,0.0,126.0,1.0,0.0
"Block Group 6, Census Tract 201, Walker County, Georgia",131,0.0,2.0,0.0,128.0,1.0,0.0
"Block Group 1, Census Tract 202, Walker County, Georgia",580,0.0,72.0,10.0,498.0,0.0,0.0
"Block Group 2, Census Tract 202, Walker County, Georgia",473,0.0,58.0,8.0,406.0,0.0,1.0
"Block Group 1, Census Tract 203.01, Walker County, Georgia",588,24.0,10.0,54.0,492.0,9.0,-1.0
"Block Group 2, Census Tract 203.01, Walker County, Georgia",53,2.0,1.0,5.0,44.0,1.0,0.0
"Block Group 3, Census Tract 203.01, Walker County, Georgia",186,7.0,3.0,17.0,156.0,3.0,0.0
"Block Group 4, Census Tract 203.01, Walker County, Georgia",271,11.0,4.0,25.0,227.0,4.0,0.0
"Block Group 1, Census Tract 203.02, Walker County, Georgia",311,0.0,3.0,24.0,283.0,0.0,1.0
"Block Group 2, Census Tract 203.02, Walker County, Georgia",50,0.0,1.0,4.0,46.0,0.0,-1.0
"Block Group 3, Census Tract 203.02, Walker County, Georgia",227,0.0,2.0,18.0,207.0,0.0,0.0
"Block Group 4, Census Tract 203.02, Walker County, Georgia",56,0.0,1.0,4.0,51.0,0.0,0.0
"Block Group 5, Census Tract 203.02, Walker County, Georgia",403,0.0,4.0,32.0,367.0,0.0,0.0
"Block Group 1, Census Tract 204, Walker County, Georgia",122,1.0,0.0,1.0,119.0,1.0,0.0
"Block Group 2, Census Tract 204, Walker County, Georgia",263,1.0,0.0,3.0,256.0,3.0,0.0
"Block Group 3, Census Tract 204, Walker County, Georgia",225,1.0,0.0,3.0,219.0,3.0,-1.0
"Block Group 1, Census Tract 205.01, Walker County, Georgia",431,0.0,0.0,0.0,431.0,0.0,0.0
"Block Group 2, Census Tract 205.01, Walker County, Georgia",763,0.0,0.0,0.0,763.0,0.0,0.0
"Block Group 3, Census Tract 205.01, Walker County, Georgia",1208,0.0,0.0,0.0,1208.0,0.0,0.0
"Block Group 1, Census Tract 205.02, Walker County, Georgia",332,0.0,14.0,0.0,315.0,2.0,1.0
"Block Group 2, Census Tract 205.02, Walker County, Georgia",684,0.0,29.0,0.0,650.0,5.0,0.0
"Block Group 3, Census Tract 205.02, Walker County, Georgia",438,0.0,19.0,0.0,416.0,3.0,0.0
"Block Group 1, Census Tract 206.01, Walker County, Georgia",647,0.0,38.0,54.0,555.0,0.0,0.0
"Block Group 2, Census Tract 206.01, Walker County, Georgia",510,0.0,30.0,42.0,437.0,0.0,1.0
"Block Group 3, Census Tract 206.01, Walker County, Georgia",551,0.0,33.0,46.0,473.0,0.0,-1.0
"Block Group 1, Census Tract 206.02, Walker County, Georgia",676,0.0,13.0,0.0,658.0,5.0,0.0
"Block Group 2, Census Tract 206.02, Walker County, Georgia",465,0.0,9.0,0.0,452.0,3.0,1.0
"Block Group 1, Census Tract 207, Walker County, Georgia",231,0.0,10.0,0.0,217.0,4.0,0.0
"Block Group 2, Census Tract 207, Walker County, Georgia",335,0.0,14.0,0.0,315.0,6.0,0.0
"Block Group 3, Census Tract 207, Walker County, Georgia",201,0.0,8.0,0.0,189.0,4.0,0.0
"Block Group 4, Census Tract 207, Walker County, Georgia",171,0.0,7.0,0.0,161.0,3.0,0.0
"Block Group 5, Census Tract 207, Walker County, Georgia",1105,0.0,46.0,0.0,1039.0,20.0,0.0
"Block Group 6, Census Tract 207, Walker County, Georgia",95,0.0,4.0,0.0,89.0,2.0,0.0
"Block Group 1, Census Tract 208, Walker County, Georgia",256,0.0,0.0,0.0,256.0,0.0,0.0
"Block Group 2, Census Tract 208, Walker County, Georgia",228,0.0,0.0,0.0,228.0,0.0,0.0
"Block Group 3, Census Tract 208, Walker County, Georgia",42,0.0,0.0,0.0,42.0,0.0,0.0
"Block Group 1, Census Tract 209.01, Walker County, Georgia",525,0.0,0.0,0.0,520.0,5.0,0.0
"Block Group 2, Census Tract 209.01, Walker County, Georgia",785,0.0,0.0,0.0,777.0,8.0,0.0
"Block Group 3, Census Tract 209.01, Walker County, Georgia",150,0.0,0.0,0.0,149.0,1.0,0.0
"Block Group 4, Census Tract 209.01, Walker County, Georgia",78,0.0,0.0,0.0,77.0,1.0,0.0
"Block Group 1, Census Tract 209.02, Walker County, Georgia",160,0.0,0.0,2.0,158.0,0.0,0.0
"Block Group 2, Census Tract 209.02, Walker County, Georgia",186,0.0,0.0,2.0,184.0,0.0,0.0
"Block Group 1, Census Tract 1101, Walton County, Georgia",736,0.0,52.0,47.0,611.0,26.0,0.0
"Block Group 2, Census Tract 1101, Walton County, Georgia",505,0.0,36.0,33.0,419.0,18.0,-1.0
"Block Group 3, Census Tract 1101, Walton County, Georgia",994,0.0,71.0,64.0,825.0,35.0,-1.0
"Block Group 1, Census Tract 1102, Walton County, Georgia",301,0.0,13.0,0.0,288.0,0.0,0.0
"Block Group 2, Census Tract 1102, Walton County, Georgia",538,0.0,24.0,0.0,514.0,0.0,0.0
"Block Group 1, Census Tract 1103, Walton County, Georgia",360,0.0,142.0,19.0,193.0,5.0,1.0
"Block Group 2, Census Tract 1103, Walton County, Georgia",1160,0.0,459.0,62.0,623.0,16.0,0.0
"Block Group 3, Census Tract 1103, Walton County, Georgia",625,0.0,247.0,33.0,336.0,9.0,0.0
"Block Group 1, Census Tract 1104, Walton County, Georgia",1011,0.0,542.0,8.0,428.0,33.0,0.0
"Block Group 2, Census Tract 1104, Walton County, Georgia",929,0.0,498.0,8.0,393.0,30.0,0.0
"Block Group 3, Census Tract 1104, Walton County, Georgia",477,0.0,256.0,4.0,202.0,15.0,0.0
"Block Group 1, Census Tract 1105.03, Walton County, Georgia",1111,0.0,116.0,2.0,993.0,0.0,0.0
"Block Group 1, Census Tract 1105.04, Walton County, Georgia",748,0.0,48.0,71.0,583.0,46.0,0.0
"Block Group 2, Census Tract 1105.04, Walton County, Georgia",498,0.0,32.0,47.0,388.0,31.0,0.0
"Block Group 1, Census Tract 1105.05, Walton County, Georgia",1087,0.0,74.0,85.0,921.0,0.0,7.0
"Block Group 1, Census Tract 1105.06, Walton County, Georgia",317,0.0,32.0,23.0,262.0,0.0,0.0
"Block Group 2, Census Tract 1105.06, Walton County, Georgia",243,0.0,24.0,18.0,201.0,0.0,0.0
"Block Group 3, Census Tract 1105.06, Walton County, Georgia",571,0.0,57.0,42.0,472.0,0.0,0.0
"Block Group 1, Census Tract 1105.07, Walton County, Georgia",524,0.0,78.0,29.0,395.0,22.0,0.0
"Block Group 2, Census Tract 1105.07, Walton County, Georgia",95,0.0,14.0,5.0,72.0,4.0,0.0
"Block Group 3, Census Tract 1105.07, Walton County, Georgia",1154,0.0,172.0,64.0,869.0,48.0,1.0
"Block Group 1, Census Tract 1105.08, Walton County, Georgia",384,0.0,55.0,29.0,295.0,6.0,-1.0
"Block Group 2, Census Tract 1105.08, Walton County, Georgia",589,0.0,84.0,44.0,452.0,9.0,0.0
"Block Group 3, Census Tract 1105.08, Walton County, Georgia",274,0.0,39.0,20.0,210.0,4.0,1.0
"Block Group 1, Census Tract 1106.01, Walton County, Georgia",472,0.0,43.0,14.0,415.0,0.0,0.0
"Block Group 2, Census Tract 1106.01, Walton County, Georgia",501,0.0,46.0,15.0,440.0,0.0,0.0
"Block Group 1, Census Tract 1106.02, Walton County, Georgia",667,0.0,0.0,11.0,645.0,11.0,0.0
"Block Group 2, Census Tract 1106.02, Walton County, Georgia",676,0.0,0.0,11.0,654.0,11.0,0.0
"Block Group 1, Census Tract 1106.03, Walton County, Georgia",91,0.0,3.0,4.0,84.0,0.0,0.0
"Block Group 2, Census Tract 1106.03, Walton County, Georgia",1209,0.0,45.0,53.0,1111.0,0.0,0.0
"Block Group 1, Census Tract 1107, Walton County, Georgia",339,0.0,109.0,1.0,229.0,0.0,0.0
"Block Group 2, Census Tract 1107, Walton County, Georgia",859,0.0,275.0,3.0,580.0,0.0,1.0
"Block Group 3, Census Tract 1107, Walton County, Georgia",592,0.0,190.0,2.0,400.0,0.0,0.0
"Block Group 4, Census Tract 1107, Walton County, Georgia",284,0.0,91.0,1.0,192.0,0.0,0.0
"Block Group 1, Census Tract 1108, Walton County, Georgia",452,0.0,144.0,27.0,281.0,0.0,0.0
"Block Group 2, Census Tract 1108, Walton County, Georgia",103,0.0,33.0,6.0,64.0,0.0,0.0
"Block Group 3, Census Tract 1108, Walton County, Georgia",446,0.0,142.0,27.0,277.0,0.0,0.0
"Block Group 4, Census Tract 1108, Walton County, Georgia",574,0.0,183.0,35.0,356.0,0.0,0.0
"Block Group 1, Census Tract 9501, Ware County, Georgia",335,0.0,0.0,0.0,335.0,0.0,0.0
"Block Group 1, Census Tract 9502, Ware County, Georgia",651,6.0,82.0,5.0,559.0,0.0,-1.0
"Block Group 2, Census Tract 9502, Ware County, Georgia",398,3.0,50.0,3.0,341.0,0.0,1.0
"Block Group 3, Census Tract 9502, Ware County, Georgia",195,2.0,25.0,1.0,167.0,0.0,0.0
"Block Group 4, Census Tract 9502, Ware County, Georgia",230,2.0,29.0,2.0,197.0,0.0,0.0
"Block Group 1, Census Tract 9503, Ware County, Georgia",298,0.0,52.0,0.0,246.0,0.0,0.0
"Block Group 2, Census Tract 9503, Ware County, Georgia",230,0.0,40.0,0.0,190.0,0.0,0.0
"Block Group 3, Census Tract 9503, Ware County, Georgia",70,0.0,12.0,0.0,58.0,0.0,0.0
"Block Group 1, Census Tract 9504, Ware County, Georgia",149,0.0,142.0,0.0,7.0,0.0,0.0
"Block Group 2, Census Tract 9504, Ware County, Georgia",59,0.0,56.0,0.0,3.0,0.0,0.0
"Block Group 3, Census Tract 9504, Ware County, Georgia",159,0.0,152.0,0.0,7.0,0.0,0.0
"Block Group 1, Census Tract 9505, Ware County, Georgia",367,12.0,114.0,0.0,240.0,0.0,1.0
"Block Group 2, Census Tract 9505, Ware County, Georgia",250,8.0,78.0,0.0,164.0,0.0,0.0
"Block Group 3, Census Tract 9505, Ware County, Georgia",186,6.0,58.0,0.0,122.0,0.0,0.0
"Block Group 4, Census Tract 9505, Ware County, Georgia",131,4.0,41.0,0.0,86.0,0.0,0.0
"Block Group 5, Census Tract 9505, Ware County, Georgia",121,4.0,38.0,0.0,79.0,0.0,0.0
"Block Group 1, Census Tract 9506, Ware County, Georgia",508,0.0,130.0,0.0,333.0,44.0,1.0
"Block Group 2, Census Tract 9506, Ware County, Georgia",521,0.0,134.0,0.0,342.0,45.0,0.0
"Block Group 3, Census Tract 9506, Ware County, Georgia",476,0.0,122.0,0.0,312.0,41.0,1.0
"Block Group 4, Census Tract 9506, Ware County, Georgia",240,0.0,62.0,0.0,158.0,21.0,-1.0
"Block Group 5, Census Tract 9506, Ware County, Georgia",193,0.0,50.0,0.0,127.0,17.0,-1.0
"Block Group 1, Census Tract 9507, Ware County, Georgia",78,0.0,66.0,0.0,12.0,0.0,0.0
"Block Group 2, Census Tract 9507, Ware County, Georgia",261,0.0,222.0,0.0,39.0,0.0,0.0
"Block Group 1, Census Tract 9508, Ware County, Georgia",213,0.0,86.0,40.0,87.0,0.0,0.0
"Block Group 2, Census Tract 9508, Ware County, Georgia",215,0.0,87.0,40.0,88.0,0.0,0.0
"Block Group 3, Census Tract 9508, Ware County, Georgia",499,0.0,202.0,93.0,204.0,0.0,0.0
"Block Group 4, Census Tract 9508, Ware County, Georgia",118,0.0,48.0,22.0,48.0,0.0,0.0
"Block Group 5, Census Tract 9508, Ware County, Georgia",236,0.0,96.0,44.0,96.0,0.0,0.0
"Block Group 6, Census Tract 9508, Ware County, Georgia",116,0.0,47.0,22.0,47.0,0.0,0.0
"Block Group 1, Census Tract 9509, Ware County, Georgia",250,0.0,80.0,0.0,170.0,0.0,0.0
"Block Group 2, Census Tract 9509, Ware County, Georgia",267,0.0,85.0,0.0,182.0,0.0,0.0
"Block Group 3, Census Tract 9509, Ware County, Georgia",331,0.0,105.0,0.0,226.0,0.0,0.0
"Block Group 4, Census Tract 9509, Ware County, Georgia",128,0.0,41.0,0.0,87.0,0.0,0.0
"Block Group 1, Census Tract 9704, Warren County, Georgia",185,0.0,134.0,0.0,44.0,8.0,-1.0
"Block Group 2, Census Tract 9704, Warren County, Georgia",303,0.0,219.0,0.0,71.0,12.0,1.0
"Block Group 3, Census Tract 9704, Warren County, Georgia",227,0.0,164.0,0.0,54.0,9.0,0.0
"Block Group 1, Census Tract 9705, Warren County, Georgia",348,0.0,203.0,0.0,145.0,0.0,0.0
"Block Group 2, Census Tract 9705, Warren County, Georgia",114,0.0,66.0,0.0,48.0,0.0,0.0
"Block Group 3, Census Tract 9705, Warren County, Georgia",55,0.0,32.0,0.0,23.0,0.0,0.0
"Block Group 1, Census Tract 9501, Washington County, Georgia",161,0.0,60.0,0.0,90.0,11.0,0.0
"Block Group 2, Census Tract 9501, Washington County, Georgia",272,0.0,102.0,0.0,152.0,19.0,-1.0
"Block Group 1, Census Tract 9503, Washington County, Georgia",465,0.0,298.0,0.0,167.0,0.0,0.0
"Block Group 2, Census Tract 9503, Washington County, Georgia",316,0.0,203.0,0.0,113.0,0.0,0.0
"Block Group 3, Census Tract 9503, Washington County, Georgia",218,0.0,140.0,0.0,78.0,0.0,0.0
"Block Group 4, Census Tract 9503, Washington County, Georgia",102,0.0,65.0,0.0,37.0,0.0,0.0
"Block Group 1, Census Tract 9504, Washington County, Georgia",398,0.0,242.0,0.0,156.0,0.0,0.0
"Block Group 2, Census Tract 9504, Washington County, Georgia",43,0.0,26.0,0.0,17.0,0.0,0.0
"Block Group 3, Census Tract 9504, Washington County, Georgia",93,0.0,57.0,0.0,36.0,0.0,0.0
"Block Group 4, Census Tract 9504, Washington County, Georgia",595,0.0,362.0,0.0,233.0,0.0,0.0
"Block Group 1, Census Tract 9505, Washington County, Georgia",268,0.0,110.0,21.0,137.0,0.0,0.0
"Block Group 2, Census Tract 9505, Washington County, Georgia",428,0.0,176.0,33.0,219.0,1.0,-1.0
"Block Group 3, Census Tract 9505, Washington County, Georgia",250,0.0,103.0,19.0,128.0,0.0,0.0
"Block Group 1, Census Tract 9507, Washington County, Georgia",335,0.0,226.0,17.0,92.0,0.0,0.0
"Block Group 2, Census Tract 9507, Washington County, Georgia",210,0.0,142.0,11.0,58.0,0.0,-1.0
"Block Group 3, Census Tract 9507, Washington County, Georgia",461,0.0,311.0,24.0,126.0,0.0,0.0
"Block Group 1, Census Tract 9701, Wayne County, Georgia",468,0.0,12.0,96.0,357.0,3.0,0.0
"Block Group 2, Census Tract 9701, Wayne County, Georgia",188,0.0,5.0,39.0,143.0,1.0,0.0
"Block Group 3, Census Tract 9701, Wayne County, Georgia",240,0.0,6.0,49.0,183.0,1.0,1.0
"Block Group 4, Census Tract 9701, Wayne County, Georgia",339,0.0,9.0,70.0,258.0,2.0,0.0
"Block Group 1, Census Tract 9702, Wayne County, Georgia",928,0.0,91.0,44.0,793.0,0.0,0.0
"Block Group 2, Census Tract 9702, Wayne County, Georgia",587,0.0,57.0,28.0,502.0,0.0,0.0
"Block Group 3, Census Tract 9702, Wayne County, Georgia",148,0.0,14.0,7.0,127.0,0.0,0.0
"Block Group 4, Census Tract 9702, Wayne County, Georgia",301,0.0,29.0,14.0,257.0,0.0,1.0
"Block Group 5, Census Tract 9702, Wayne County, Georgia",256,0.0,25.0,12.0,219.0,0.0,0.0
"Block Group 1, Census Tract 9703, Wayne County, Georgia",221,0.0,100.0,20.0,95.0,6.0,0.0
"Block Group 2, Census Tract 9703, Wayne County, Georgia",327,0.0,148.0,30.0,141.0,9.0,-1.0
"Block Group 3, Census Tract 9703, Wayne County, Georgia",513,0.0,232.0,46.0,221.0,14.0,0.0
