Geographic Area Names,Geography,Income in the past 12 months below poverty level!!Female!!18 to 44 years,Income in the past 12 months at or above poverty level!!Female!!18 to 44 years
"Block Group 3, Census Tract 136.05, Bibb County, Georgia",1400000US13021013605,72.0,521.0
"Block Group 1, Census Tract 136.06, Bibb County, Georgia",1400000US13021013606,5.0,88.0
"Block Group 2, Census Tract 136.06, Bibb County, Georgia",1400000US13021013606,4.0,80.0
"Block Group 3, Census Tract 136.06, Bibb County, Georgia",1400000US13021013606,37.0,663.0
"Block Group 4, Census Tract 136.06, Bibb County, Georgia",1400000US13021013606,27.0,498.0
"Block Group 1, Census Tract 137, Bibb County, Georgia",1400000US13021013700,139.0,195.0
"Block Group 2, Census Tract 137, Bibb County, Georgia",1400000US13021013700,71.0,101.0
"Block Group 3, Census Tract 137, Bibb County, Georgia",1400000US13021013700,44.0,61.0
"Block Group 1, Census Tract 138, Bibb County, Georgia",1400000US13021013800,154.0,253.0
"Block Group 2, Census Tract 138, Bibb County, Georgia",1400000US13021013800,154.0,255.0
"Block Group 1, Census Tract 139, Bibb County, Georgia",1400000US13021013900,72.0,48.0
"Block Group 2, Census Tract 139, Bibb County, Georgia",1400000US13021013900,186.0,124.0
"Block Group 1, Census Tract 7901, Bleckley County, Georgia",1400000US13023790100,130.0,340.0
"Block Group 2, Census Tract 7901, Bleckley County, Georgia",1400000US13023790100,186.0,487.0
"Block Group 1, Census Tract 7902, Bleckley County, Georgia",1400000US13023790200,175.0,467.0
"Block Group 2, Census Tract 7902, Bleckley County, Georgia",1400000US13023790200,116.0,311.0
"Block Group 1, Census Tract 7903, Bleckley County, Georgia",1400000US13023790300,232.0,413.0
"Block Group 2, Census Tract 7903, Bleckley County, Georgia",1400000US13023790300,62.0,109.0
"Block Group 3, Census Tract 7903, Bleckley County, Georgia",1400000US13023790300,175.0,310.0
"Block Group 4, Census Tract 7903, Bleckley County, Georgia",1400000US13023790300,101.0,180.0
"Block Group 1, Census Tract 9601, Brantley County, Georgia",1400000US13025960100,227.0,488.0
"Block Group 2, Census Tract 9601, Brantley County, Georgia",1400000US13025960100,134.0,287.0
"Block Group 3, Census Tract 9601, Brantley County, Georgia",1400000US13025960100,104.0,222.0
"Block Group 1, Census Tract 9602, Brantley County, Georgia",1400000US13025960200,159.0,480.0
"Block Group 2, Census Tract 9602, Brantley County, Georgia",1400000US13025960200,70.0,214.0
"Block Group 3, Census Tract 9602, Brantley County, Georgia",1400000US13025960200,155.0,469.0
"Block Group 1, Census Tract 9603, Brantley County, Georgia",1400000US13025960300,27.0,60.0
"Block Group 2, Census Tract 9603, Brantley County, Georgia",1400000US13025960300,198.0,447.0
"Block Group 3, Census Tract 9603, Brantley County, Georgia",1400000US13025960300,194.0,441.0
"Block Group 1, Census Tract 9602, Brooks County, Georgia",1400000US13027960200,44.0,80.0
"Block Group 2, Census Tract 9602, Brooks County, Georgia",1400000US13027960200,34.0,62.0
"Block Group 1, Census Tract 9603, Brooks County, Georgia",1400000US13027960300,96.0,253.0
"Block Group 2, Census Tract 9603, Brooks County, Georgia",1400000US13027960300,29.0,78.0
"Block Group 3, Census Tract 9603, Brooks County, Georgia",1400000US13027960300,194.0,511.0
"Block Group 4, Census Tract 9603, Brooks County, Georgia",1400000US13027960300,72.0,191.0
"Block Group 1, Census Tract 9604, Brooks County, Georgia",1400000US13027960400,83.0,144.0
"Block Group 2, Census Tract 9604, Brooks County, Georgia",1400000US13027960400,148.0,258.0
"Block Group 3, Census Tract 9604, Brooks County, Georgia",1400000US13027960400,92.0,160.0
"Block Group 1, Census Tract 9605, Brooks County, Georgia",1400000US13027960500,37.0,146.0
"Block Group 2, Census Tract 9605, Brooks County, Georgia",1400000US13027960500,15.0,62.0
"Block Group 3, Census Tract 9605, Brooks County, Georgia",1400000US13027960500,79.0,314.0
"Block Group 1, Census Tract 9606, Brooks County, Georgia",1400000US13027960600,36.0,63.0
"Block Group 2, Census Tract 9606, Brooks County, Georgia",1400000US13027960600,44.0,79.0
"Block Group 3, Census Tract 9606, Brooks County, Georgia",1400000US13027960600,26.0,47.0
"Block Group 1, Census Tract 9201.01, Bryan County, Georgia",1400000US13029920101,204.0,709.0
"Block Group 2, Census Tract 9201.01, Bryan County, Georgia",1400000US13029920101,183.0,633.0
"Block Group 1, Census Tract 9201.02, Bryan County, Georgia",1400000US13029920102,270.0,451.0
"Block Group 2, Census Tract 9201.02, Bryan County, Georgia",1400000US13029920102,103.0,172.0
"Block Group 3, Census Tract 9201.02, Bryan County, Georgia",1400000US13029920102,142.0,238.0
"Block Group 1, Census Tract 9203.01, Bryan County, Georgia",1400000US13029920301,38.0,367.0
"Block Group 1, Census Tract 9203.03, Bryan County, Georgia",1400000US13029920303,295.0,1068.0
"Block Group 2, Census Tract 9203.03, Bryan County, Georgia",1400000US13029920303,201.0,731.0
"Block Group 1, Census Tract 9203.05, Bryan County, Georgia",1400000US13029920305,55.0,372.0
"Block Group 2, Census Tract 9203.05, Bryan County, Georgia",1400000US13029920305,37.0,254.0
"Block Group 1, Census Tract 9203.06, Bryan County, Georgia",1400000US13029920306,87.0,709.0
"Block Group 2, Census Tract 9203.06, Bryan County, Georgia",1400000US13029920306,211.0,1725.0
"Block Group 3, Census Tract 9203.06, Bryan County, Georgia",1400000US13029920306,65.0,535.0
"Block Group 1, Census Tract 9800, Bryan County, Georgia",1400000US13029980000,,
"Block Group 1, Census Tract 1101, Bulloch County, Georgia",1400000US13031110100,62.0,139.0
"Block Group 2, Census Tract 1101, Bulloch County, Georgia",1400000US13031110100,61.0,138.0
"Block Group 3, Census Tract 1101, Bulloch County, Georgia",1400000US13031110100,96.0,215.0
"Block Group 1, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,209.0,333.0
"Block Group 2, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,289.0,461.0
"Block Group 3, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,324.0,515.0
"Block Group 4, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,61.0,96.0
"Block Group 5, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,17.0,28.0
"Block Group 6, Census Tract 1102, Bulloch County, Georgia",1400000US13031110200,195.0,311.0
"Block Group 1, Census Tract 1103, Bulloch County, Georgia",1400000US13031110300,218.0,825.0
"Block Group 2, Census Tract 1103, Bulloch County, Georgia",1400000US13031110300,143.0,538.0
"Block Group 3, Census Tract 1103, Bulloch County, Georgia",1400000US13031110300,120.0,453.0
"Block Group 4, Census Tract 1103, Bulloch County, Georgia",1400000US13031110300,122.0,460.0
"Block Group 1, Census Tract 1104.01, Bulloch County, Georgia",1400000US13031110401,92.0,81.0
"Block Group 2, Census Tract 1104.01, Bulloch County, Georgia",1400000US13031110401,373.0,325.0
"Block Group 3, Census Tract 1104.01, Bulloch County, Georgia",1400000US13031110401,35.0,30.0
"Block Group 1, Census Tract 1104.03, Bulloch County, Georgia",1400000US13031110403,717.0,259.0
"Block Group 2, Census Tract 1104.03, Bulloch County, Georgia",1400000US13031110403,849.0,306.0
"Block Group 3, Census Tract 1104.03, Bulloch County, Georgia",1400000US13031110403,388.0,140.0
"Block Group 1, Census Tract 1104.04, Bulloch County, Georgia",1400000US13031110404,49.0,21.0
"Block Group 2, Census Tract 1104.04, Bulloch County, Georgia",1400000US13031110404,1280.0,559.0
"Block Group 3, Census Tract 1104.04, Bulloch County, Georgia",1400000US13031110404,1186.0,518.0
"Block Group 1, Census Tract 1105, Bulloch County, Georgia",1400000US13031110500,105.0,79.0
"Block Group 2, Census Tract 1105, Bulloch County, Georgia",1400000US13031110500,187.0,143.0
"Block Group 3, Census Tract 1105, Bulloch County, Georgia",1400000US13031110500,328.0,249.0
"Block Group 4, Census Tract 1105, Bulloch County, Georgia",1400000US13031110500,105.0,80.0
"Block Group 1, Census Tract 1106.01, Bulloch County, Georgia",1400000US13031110601,282.0,780.0
"Block Group 2, Census Tract 1106.01, Bulloch County, Georgia",1400000US13031110601,72.0,200.0
"Block Group 3, Census Tract 1106.01, Bulloch County, Georgia",1400000US13031110601,127.0,351.0
"Block Group 1, Census Tract 1106.02, Bulloch County, Georgia",1400000US13031110602,122.0,179.0
"Block Group 2, Census Tract 1106.02, Bulloch County, Georgia",1400000US13031110602,73.0,107.0
"Block Group 3, Census Tract 1106.02, Bulloch County, Georgia",1400000US13031110602,365.0,533.0
"Block Group 1, Census Tract 1107, Bulloch County, Georgia",1400000US13031110700,135.0,504.0
"Block Group 2, Census Tract 1107, Bulloch County, Georgia",1400000US13031110700,138.0,515.0
"Block Group 3, Census Tract 1107, Bulloch County, Georgia",1400000US13031110700,102.0,381.0
"Block Group 4, Census Tract 1107, Bulloch County, Georgia",1400000US13031110700,157.0,585.0
"Block Group 1, Census Tract 1108, Bulloch County, Georgia",1400000US13031110800,146.0,407.0
"Block Group 2, Census Tract 1108, Bulloch County, Georgia",1400000US13031110800,60.0,168.0
"Block Group 1, Census Tract 1109, Bulloch County, Georgia",1400000US13031110900,243.0,429.0
"Block Group 2, Census Tract 1109, Bulloch County, Georgia",1400000US13031110900,195.0,343.0
"Block Group 3, Census Tract 1109, Bulloch County, Georgia",1400000US13031110900,127.0,223.0
"Block Group 4, Census Tract 1109, Bulloch County, Georgia",1400000US13031110900,133.0,234.0
"Block Group 1, Census Tract 9501, Burke County, Georgia",1400000US13033950100,215.0,369.0
"Block Group 2, Census Tract 9501, Burke County, Georgia",1400000US13033950100,224.0,384.0
"Block Group 1, Census Tract 9502, Burke County, Georgia",1400000US13033950200,112.0,274.0
"Block Group 2, Census Tract 9502, Burke County, Georgia",1400000US13033950200,87.0,213.0
"Block Group 1, Census Tract 9504, Burke County, Georgia",1400000US13033950400,128.0,154.0
"Block Group 2, Census Tract 9504, Burke County, Georgia",1400000US13033950400,43.0,53.0
"Block Group 3, Census Tract 9504, Burke County, Georgia",1400000US13033950400,265.0,321.0
"Block Group 4, Census Tract 9504, Burke County, Georgia",1400000US13033950400,135.0,163.0
"Block Group 1, Census Tract 9505, Burke County, Georgia",1400000US13033950500,63.0,133.0
"Block Group 2, Census Tract 9505, Burke County, Georgia",1400000US13033950500,229.0,487.0
"Block Group 3, Census Tract 9505, Burke County, Georgia",1400000US13033950500,219.0,466.0
"Block Group 1, Census Tract 9507, Burke County, Georgia",1400000US13033950700,85.0,194.0
"Block Group 2, Census Tract 9507, Burke County, Georgia",1400000US13033950700,45.0,103.0
"Block Group 3, Census Tract 9507, Burke County, Georgia",1400000US13033950700,58.0,134.0
"Block Group 1, Census Tract 9509, Burke County, Georgia",1400000US13033950900,11.0,113.0
"Block Group 2, Census Tract 9509, Burke County, Georgia",1400000US13033950900,14.0,141.0
"Block Group 1, Census Tract 1501, Butts County, Georgia",1400000US13035150100,223.0,337.0
"Block Group 2, Census Tract 1501, Butts County, Georgia",1400000US13035150100,196.0,297.0
"Block Group 3, Census Tract 1501, Butts County, Georgia",1400000US13035150100,98.0,148.0
"Block Group 4, Census Tract 1501, Butts County, Georgia",1400000US13035150100,85.0,129.0
"Block Group 5, Census Tract 1501, Butts County, Georgia",1400000US13035150100,237.0,358.0
"Block Group 1, Census Tract 1502, Butts County, Georgia",1400000US13035150200,116.0,417.0
"Block Group 2, Census Tract 1502, Butts County, Georgia",1400000US13035150200,30.0,107.0
"Block Group 3, Census Tract 1502, Butts County, Georgia",1400000US13035150200,51.0,181.0
"Block Group 4, Census Tract 1502, Butts County, Georgia",1400000US13035150200,151.0,542.0
"Block Group 5, Census Tract 1502, Butts County, Georgia",1400000US13035150200,178.0,636.0
"Block Group 1, Census Tract 1503, Butts County, Georgia",1400000US13035150300,111.0,388.0
"Block Group 2, Census Tract 1503, Butts County, Georgia",1400000US13035150300,32.0,111.0
"Block Group 3, Census Tract 1503, Butts County, Georgia",1400000US13035150300,40.0,137.0
"Block Group 4, Census Tract 1503, Butts County, Georgia",1400000US13035150300,61.0,214.0
"Block Group 1, Census Tract 9501, Calhoun County, Georgia",1400000US13037950100,12.0,161.0
"Block Group 2, Census Tract 9501, Calhoun County, Georgia",1400000US13037950100,14.0,195.0
"Block Group 1, Census Tract 9502, Calhoun County, Georgia",1400000US13037950200,224.0,160.0
"Block Group 2, Census Tract 9502, Calhoun County, Georgia",1400000US13037950200,105.0,75.0
"Block Group 3, Census Tract 9502, Calhoun County, Georgia",1400000US13037950200,102.0,73.0
"Block Group 4, Census Tract 9502, Calhoun County, Georgia",1400000US13037950200,146.0,104.0
"Block Group 1, Census Tract 101, Camden County, Georgia",1400000US13039010100,26.0,223.0
"Block Group 2, Census Tract 101, Camden County, Georgia",1400000US13039010100,37.0,319.0
"Block Group 1, Census Tract 102, Camden County, Georgia",1400000US13039010200,46.0,180.0
"Block Group 2, Census Tract 102, Camden County, Georgia",1400000US13039010200,91.0,356.0
"Block Group 3, Census Tract 102, Camden County, Georgia",1400000US13039010200,149.0,583.0
"Block Group 1, Census Tract 103.01, Camden County, Georgia",1400000US13039010301,138.0,671.0
"Block Group 2, Census Tract 103.01, Camden County, Georgia",1400000US13039010301,71.0,342.0
"Block Group 3, Census Tract 103.01, Camden County, Georgia",1400000US13039010301,204.0,991.0
"Block Group 4, Census Tract 103.01, Camden County, Georgia",1400000US13039010301,41.0,202.0
"Block Group 1, Census Tract 103.02, Camden County, Georgia",1400000US13039010302,51.0,172.0
"Block Group 2, Census Tract 103.02, Camden County, Georgia",1400000US13039010302,160.0,535.0
"Block Group 3, Census Tract 103.02, Camden County, Georgia",1400000US13039010302,77.0,257.0
"Block Group 1, Census Tract 104.01, Camden County, Georgia",1400000US13039010401,199.0,1601.0
"Block Group 2, Census Tract 104.01, Camden County, Georgia",1400000US13039010401,34.0,276.0
"Block Group 3, Census Tract 104.01, Camden County, Georgia",1400000US13039010401,175.0,1408.0
"Block Group 1, Census Tract 104.02, Camden County, Georgia",1400000US13039010402,21.0,278.0
"Block Group 2, Census Tract 104.02, Camden County, Georgia",1400000US13039010402,69.0,895.0
"Block Group 1, Census Tract 104.03, Camden County, Georgia",1400000US13039010403,146.0,831.0
"Block Group 1, Census Tract 105, Camden County, Georgia",1400000US13039010500,129.0,348.0
"Block Group 2, Census Tract 105, Camden County, Georgia",1400000US13039010500,7.0,20.0
"Block Group 1, Census Tract 106.01, Camden County, Georgia",1400000US13039010601,98.0,217.0
"Block Group 2, Census Tract 106.01, Camden County, Georgia",1400000US13039010601,63.0,139.0
"Block Group 3, Census Tract 106.01, Camden County, Georgia",1400000US13039010601,159.0,356.0
"Block Group 1, Census Tract 106.02, Camden County, Georgia",1400000US13039010602,69.0,210.0
"Block Group 0, Census Tract 9900, Camden County, Georgia",1400000US13039990000,,
"Block Group 1, Census Tract 9501, Candler County, Georgia",1400000US13043950100,167.0,176.0
"Block Group 2, Census Tract 9501, Candler County, Georgia",1400000US13043950100,288.0,303.0
"Block Group 3, Census Tract 9501, Candler County, Georgia",1400000US13043950100,160.0,169.0
"Block Group 1, Census Tract 9502, Candler County, Georgia",1400000US13043950200,95.0,197.0
"Block Group 2, Census Tract 9502, Candler County, Georgia",1400000US13043950200,89.0,184.0
"Block Group 3, Census Tract 9502, Candler County, Georgia",1400000US13043950200,40.0,83.0
"Block Group 1, Census Tract 9503, Candler County, Georgia",1400000US13043950300,106.0,206.0
"Block Group 2, Census Tract 9503, Candler County, Georgia",1400000US13043950300,79.0,152.0
"Block Group 1, Census Tract 9101.01, Carroll County, Georgia",1400000US13045910101,381.0,832.0
"Block Group 2, Census Tract 9101.01, Carroll County, Georgia",1400000US13045910101,239.0,521.0
"Block Group 1, Census Tract 9101.03, Carroll County, Georgia",1400000US13045910103,119.0,655.0
"Block Group 2, Census Tract 9101.03, Carroll County, Georgia",1400000US13045910103,112.0,616.0
"Block Group 1, Census Tract 9101.04, Carroll County, Georgia",1400000US13045910104,78.0,371.0
"Block Group 2, Census Tract 9101.04, Carroll County, Georgia",1400000US13045910104,333.0,1588.0
"Block Group 3, Census Tract 9101.04, Carroll County, Georgia",1400000US13045910104,72.0,341.0
"Block Group 4, Census Tract 9101.04, Carroll County, Georgia",1400000US13045910104,36.0,172.0
"Block Group 1, Census Tract 9102, Carroll County, Georgia",1400000US13045910200,106.0,264.0
"Block Group 2, Census Tract 9102, Carroll County, Georgia",1400000US13045910200,467.0,1167.0
"Block Group 3, Census Tract 9102, Carroll County, Georgia",1400000US13045910200,344.0,860.0
"Block Group 1, Census Tract 9103, Carroll County, Georgia",1400000US13045910300,30.0,214.0
"Block Group 2, Census Tract 9103, Carroll County, Georgia",1400000US13045910300,125.0,911.0
"Block Group 3, Census Tract 9103, Carroll County, Georgia",1400000US13045910300,34.0,244.0
"Block Group 1, Census Tract 9104, Carroll County, Georgia",1400000US13045910400,52.0,152.0
"Block Group 2, Census Tract 9104, Carroll County, Georgia",1400000US13045910400,81.0,236.0
"Block Group 3, Census Tract 9104, Carroll County, Georgia",1400000US13045910400,39.0,116.0
"Block Group 1, Census Tract 9105.01, Carroll County, Georgia",1400000US13045910501,1062.0,1003.0
"Block Group 2, Census Tract 9105.01, Carroll County, Georgia",1400000US13045910501,783.0,740.0
"Block Group 3, Census Tract 9105.01, Carroll County, Georgia",1400000US13045910501,190.0,179.0
"Block Group 4, Census Tract 9105.01, Carroll County, Georgia",1400000US13045910501,118.0,111.0
