Geographic Area Names,Geography,Income in the past 12 months below poverty level!!Female!!18 to 44 years,Income in the past 12 months at or above poverty level!!Female!!18 to 44 years
"Block Group 3, Census Tract 504.23, Gwinnett County, Georgia",1400000US13135050423,99.0,577.0
"Block Group 1, Census Tract 504.24, Gwinnett County, Georgia",1400000US13135050424,146.0,697.0
"Block Group 2, Census Tract 504.24, Gwinnett County, Georgia",1400000US13135050424,203.0,973.0
"Block Group 3, Census Tract 504.24, Gwinnett County, Georgia",1400000US13135050424,105.0,502.0
"Block Group 1, Census Tract 504.25, Gwinnett County, Georgia",1400000US13135050425,43.0,300.0
"Block Group 2, Census Tract 504.25, Gwinnett County, Georgia",1400000US13135050425,42.0,300.0
"Block Group 3, Census Tract 504.25, Gwinnett County, Georgia",1400000US13135050425,71.0,500.0
"Block Group 1, Census Tract 504.26, Gwinnett County, Georgia",1400000US13135050426,24.0,196.0
"Block Group 2, Census Tract 504.26, Gwinnett County, Georgia",1400000US13135050426,27.0,217.0
"Block Group 3, Census Tract 504.26, Gwinnett County, Georgia",1400000US13135050426,45.0,360.0
"Block Group 4, Census Tract 504.26, Gwinnett County, Georgia",1400000US13135050426,31.0,247.0
"Block Group 5, Census Tract 504.26, Gwinnett County, Georgia",1400000US13135050426,18.0,145.0
"Block Group 1, Census Tract 504.27, Gwinnett County, Georgia",1400000US13135050427,86.0,1148.0
"Block Group 2, Census Tract 504.27, Gwinnett County, Georgia",1400000US13135050427,28.0,367.0
"Block Group 3, Census Tract 504.27, Gwinnett County, Georgia",1400000US13135050427,10.0,139.0
"Block Group 1, Census Tract 504.28, Gwinnett County, Georgia",1400000US13135050428,22.0,308.0
"Block Group 2, Census Tract 504.28, Gwinnett County, Georgia",1400000US13135050428,19.0,265.0
"Block Group 3, Census Tract 504.28, Gwinnett County, Georgia",1400000US13135050428,17.0,245.0
"Block Group 4, Census Tract 504.28, Gwinnett County, Georgia",1400000US13135050428,51.0,717.0
"Block Group 1, Census Tract 504.29, Gwinnett County, Georgia",1400000US13135050429,12.0,477.0
"Block Group 2, Census Tract 504.29, Gwinnett County, Georgia",1400000US13135050429,18.0,724.0
"Block Group 3, Census Tract 504.29, Gwinnett County, Georgia",1400000US13135050429,9.0,333.0
"Block Group 1, Census Tract 504.30, Gwinnett County, Georgia",1400000US13135050430,45.0,357.0
"Block Group 2, Census Tract 504.30, Gwinnett County, Georgia",1400000US13135050430,38.0,299.0
"Block Group 3, Census Tract 504.30, Gwinnett County, Georgia",1400000US13135050430,64.0,509.0
"Block Group 1, Census Tract 504.31, Gwinnett County, Georgia",1400000US13135050431,124.0,252.0
"Block Group 2, Census Tract 504.31, Gwinnett County, Georgia",1400000US13135050431,416.0,846.0
"Block Group 3, Census Tract 504.31, Gwinnett County, Georgia",1400000US13135050431,380.0,771.0
"Block Group 1, Census Tract 504.32, Gwinnett County, Georgia",1400000US13135050432,113.0,476.0
"Block Group 2, Census Tract 504.32, Gwinnett County, Georgia",1400000US13135050432,138.0,578.0
"Block Group 3, Census Tract 504.32, Gwinnett County, Georgia",1400000US13135050432,121.0,510.0
"Block Group 1, Census Tract 504.33, Gwinnett County, Georgia",1400000US13135050433,233.0,628.0
"Block Group 1, Census Tract 504.34, Gwinnett County, Georgia",1400000US13135050434,419.0,961.0
"Block Group 2, Census Tract 504.34, Gwinnett County, Georgia",1400000US13135050434,614.0,1411.0
"Block Group 3, Census Tract 504.34, Gwinnett County, Georgia",1400000US13135050434,118.0,270.0
"Block Group 1, Census Tract 504.35, Gwinnett County, Georgia",1400000US13135050435,87.0,767.0
"Block Group 2, Census Tract 504.35, Gwinnett County, Georgia",1400000US13135050435,48.0,425.0
"Block Group 1, Census Tract 504.36, Gwinnett County, Georgia",1400000US13135050436,54.0,226.0
"Block Group 2, Census Tract 504.36, Gwinnett County, Georgia",1400000US13135050436,70.0,289.0
"Block Group 3, Census Tract 504.36, Gwinnett County, Georgia",1400000US13135050436,89.0,369.0
"Block Group 4, Census Tract 504.36, Gwinnett County, Georgia",1400000US13135050436,56.0,231.0
"Block Group 5, Census Tract 504.36, Gwinnett County, Georgia",1400000US13135050436,92.0,383.0
"Block Group 1, Census Tract 505.11, Gwinnett County, Georgia",1400000US13135050511,55.0,281.0
"Block Group 2, Census Tract 505.11, Gwinnett County, Georgia",1400000US13135050511,118.0,608.0
"Block Group 3, Census Tract 505.11, Gwinnett County, Georgia",1400000US13135050511,321.0,1649.0
"Block Group 1, Census Tract 505.20, Gwinnett County, Georgia",1400000US13135050520,79.0,271.0
"Block Group 2, Census Tract 505.20, Gwinnett County, Georgia",1400000US13135050520,128.0,442.0
"Block Group 3, Census Tract 505.20, Gwinnett County, Georgia",1400000US13135050520,157.0,542.0
"Block Group 1, Census Tract 505.21, Gwinnett County, Georgia",1400000US13135050521,22.0,62.0
"Block Group 2, Census Tract 505.21, Gwinnett County, Georgia",1400000US13135050521,139.0,380.0
"Block Group 3, Census Tract 505.21, Gwinnett County, Georgia",1400000US13135050521,120.0,329.0
"Block Group 4, Census Tract 505.21, Gwinnett County, Georgia",1400000US13135050521,217.0,593.0
"Block Group 1, Census Tract 505.22, Gwinnett County, Georgia",1400000US13135050522,87.0,92.0
"Block Group 2, Census Tract 505.22, Gwinnett County, Georgia",1400000US13135050522,654.0,690.0
"Block Group 1, Census Tract 505.23, Gwinnett County, Georgia",1400000US13135050523,430.0,1383.0
"Block Group 2, Census Tract 505.23, Gwinnett County, Georgia",1400000US13135050523,24.0,76.0
"Block Group 3, Census Tract 505.23, Gwinnett County, Georgia",1400000US13135050523,114.0,365.0
"Block Group 1, Census Tract 505.24, Gwinnett County, Georgia",1400000US13135050524,283.0,916.0
"Block Group 2, Census Tract 505.24, Gwinnett County, Georgia",1400000US13135050524,145.0,471.0
"Block Group 1, Census Tract 505.25, Gwinnett County, Georgia",1400000US13135050525,64.0,387.0
"Block Group 2, Census Tract 505.25, Gwinnett County, Georgia",1400000US13135050525,39.0,238.0
"Block Group 3, Census Tract 505.25, Gwinnett County, Georgia",1400000US13135050525,132.0,796.0
"Block Group 4, Census Tract 505.25, Gwinnett County, Georgia",1400000US13135050525,63.0,377.0
"Block Group 1, Census Tract 505.26, Gwinnett County, Georgia",1400000US13135050526,284.0,629.0
"Block Group 2, Census Tract 505.26, Gwinnett County, Georgia",1400000US13135050526,245.0,545.0
"Block Group 1, Census Tract 505.27, Gwinnett County, Georgia",1400000US13135050527,30.0,421.0
"Block Group 2, Census Tract 505.27, Gwinnett County, Georgia",1400000US13135050527,52.0,718.0
"Block Group 3, Census Tract 505.27, Gwinnett County, Georgia",1400000US13135050527,23.0,327.0
"Block Group 1, Census Tract 505.28, Gwinnett County, Georgia",1400000US13135050528,61.0,882.0
"Block Group 2, Census Tract 505.28, Gwinnett County, Georgia",1400000US13135050528,23.0,331.0
"Block Group 1, Census Tract 505.29, Gwinnett County, Georgia",1400000US13135050529,45.0,997.0
"Block Group 2, Census Tract 505.29, Gwinnett County, Georgia",1400000US13135050529,27.0,608.0
"Block Group 1, Census Tract 505.30, Gwinnett County, Georgia",1400000US13135050530,64.0,1093.0
"Block Group 2, Census Tract 505.30, Gwinnett County, Georgia",1400000US13135050530,23.0,393.0
"Block Group 3, Census Tract 505.30, Gwinnett County, Georgia",1400000US13135050530,5.0,79.0
"Block Group 1, Census Tract 505.31, Gwinnett County, Georgia",1400000US13135050531,46.0,474.0
"Block Group 2, Census Tract 505.31, Gwinnett County, Georgia",1400000US13135050531,83.0,852.0
"Block Group 3, Census Tract 505.31, Gwinnett County, Georgia",1400000US13135050531,80.0,820.0
"Block Group 1, Census Tract 505.32, Gwinnett County, Georgia",1400000US13135050532,212.0,1465.0
"Block Group 2, Census Tract 505.32, Gwinnett County, Georgia",1400000US13135050532,183.0,1266.0
"Block Group 1, Census Tract 505.33, Gwinnett County, Georgia",1400000US13135050533,86.0,584.0
"Block Group 2, Census Tract 505.33, Gwinnett County, Georgia",1400000US13135050533,124.0,839.0
"Block Group 3, Census Tract 505.33, Gwinnett County, Georgia",1400000US13135050533,90.0,615.0
"Block Group 1, Census Tract 505.34, Gwinnett County, Georgia",1400000US13135050534,188.0,1532.0
"Block Group 2, Census Tract 505.34, Gwinnett County, Georgia",1400000US13135050534,48.0,394.0
"Block Group 3, Census Tract 505.34, Gwinnett County, Georgia",1400000US13135050534,128.0,1049.0
"Block Group 1, Census Tract 505.35, Gwinnett County, Georgia",1400000US13135050535,169.0,802.0
"Block Group 2, Census Tract 505.35, Gwinnett County, Georgia",1400000US13135050535,337.0,1596.0
"Block Group 1, Census Tract 505.36, Gwinnett County, Georgia",1400000US13135050536,72.0,479.0
"Block Group 2, Census Tract 505.36, Gwinnett County, Georgia",1400000US13135050536,71.0,469.0
"Block Group 3, Census Tract 505.36, Gwinnett County, Georgia",1400000US13135050536,88.0,586.0
"Block Group 1, Census Tract 505.37, Gwinnett County, Georgia",1400000US13135050537,194.0,732.0
"Block Group 2, Census Tract 505.37, Gwinnett County, Georgia",1400000US13135050537,263.0,994.0
"Block Group 1, Census Tract 505.38, Gwinnett County, Georgia",1400000US13135050538,17.0,184.0
"Block Group 2, Census Tract 505.38, Gwinnett County, Georgia",1400000US13135050538,97.0,1017.0
"Block Group 3, Census Tract 505.38, Gwinnett County, Georgia",1400000US13135050538,55.0,575.0
"Block Group 1, Census Tract 505.39, Gwinnett County, Georgia",1400000US13135050539,302.0,1252.0
"Block Group 2, Census Tract 505.39, Gwinnett County, Georgia",1400000US13135050539,173.0,717.0
"Block Group 1, Census Tract 505.40, Gwinnett County, Georgia",1400000US13135050540,123.0,848.0
"Block Group 2, Census Tract 505.40, Gwinnett County, Georgia",1400000US13135050540,95.0,659.0
"Block Group 3, Census Tract 505.40, Gwinnett County, Georgia",1400000US13135050540,70.0,481.0
"Block Group 1, Census Tract 505.41, Gwinnett County, Georgia",1400000US13135050541,143.0,575.0
"Block Group 2, Census Tract 505.41, Gwinnett County, Georgia",1400000US13135050541,146.0,585.0
"Block Group 3, Census Tract 505.41, Gwinnett County, Georgia",1400000US13135050541,167.0,668.0
"Block Group 1, Census Tract 505.42, Gwinnett County, Georgia",1400000US13135050542,704.0,1803.0
"Block Group 1, Census Tract 505.43, Gwinnett County, Georgia",1400000US13135050543,72.0,684.0
"Block Group 2, Census Tract 505.43, Gwinnett County, Georgia",1400000US13135050543,118.0,1125.0
"Block Group 1, Census Tract 505.44, Gwinnett County, Georgia",1400000US13135050544,77.0,787.0
"Block Group 2, Census Tract 505.44, Gwinnett County, Georgia",1400000US13135050544,84.0,865.0
"Block Group 3, Census Tract 505.44, Gwinnett County, Georgia",1400000US13135050544,139.0,1422.0
"Block Group 1, Census Tract 505.45, Gwinnett County, Georgia",1400000US13135050545,129.0,676.0
"Block Group 2, Census Tract 505.45, Gwinnett County, Georgia",1400000US13135050545,245.0,1284.0
"Block Group 3, Census Tract 505.45, Gwinnett County, Georgia",1400000US13135050545,288.0,1509.0
"Block Group 1, Census Tract 505.46, Gwinnett County, Georgia",1400000US13135050546,587.0,2580.0
"Block Group 2, Census Tract 505.46, Gwinnett County, Georgia",1400000US13135050546,60.0,264.0
"Block Group 3, Census Tract 505.46, Gwinnett County, Georgia",1400000US13135050546,221.0,972.0
"Block Group 1, Census Tract 505.47, Gwinnett County, Georgia",1400000US13135050547,56.0,1493.0
"Block Group 2, Census Tract 505.47, Gwinnett County, Georgia",1400000US13135050547,22.0,594.0
"Block Group 1, Census Tract 505.48, Gwinnett County, Georgia",1400000US13135050548,157.0,989.0
"Block Group 2, Census Tract 505.48, Gwinnett County, Georgia",1400000US13135050548,55.0,346.0
"Block Group 3, Census Tract 505.48, Gwinnett County, Georgia",1400000US13135050548,93.0,587.0
"Block Group 1, Census Tract 505.49, Gwinnett County, Georgia",1400000US13135050549,8.0,881.0
"Block Group 2, Census Tract 505.49, Gwinnett County, Georgia",1400000US13135050549,3.0,336.0
"Block Group 1, Census Tract 506.05, Gwinnett County, Georgia",1400000US13135050605,266.0,1858.0
"Block Group 2, Census Tract 506.05, Gwinnett County, Georgia",1400000US13135050605,67.0,466.0
"Block Group 3, Census Tract 506.05, Gwinnett County, Georgia",1400000US13135050605,122.0,852.0
"Block Group 1, Census Tract 506.06, Gwinnett County, Georgia",1400000US13135050606,22.0,1401.0
"Block Group 2, Census Tract 506.06, Gwinnett County, Georgia",1400000US13135050606,20.0,1290.0
"Block Group 3, Census Tract 506.06, Gwinnett County, Georgia",1400000US13135050606,50.0,3151.0
"Block Group 1, Census Tract 506.07, Gwinnett County, Georgia",1400000US13135050607,101.0,3005.0
"Block Group 2, Census Tract 506.07, Gwinnett County, Georgia",1400000US13135050607,51.0,1513.0
"Block Group 1, Census Tract 506.08, Gwinnett County, Georgia",1400000US13135050608,347.0,2240.0
"Block Group 2, Census Tract 506.08, Gwinnett County, Georgia",1400000US13135050608,336.0,2170.0
"Block Group 3, Census Tract 506.08, Gwinnett County, Georgia",1400000US13135050608,78.0,501.0
"Block Group 1, Census Tract 506.09, Gwinnett County, Georgia",1400000US13135050609,25.0,598.0
"Block Group 2, Census Tract 506.09, Gwinnett County, Georgia",1400000US13135050609,87.0,2031.0
"Block Group 3, Census Tract 506.09, Gwinnett County, Georgia",1400000US13135050609,27.0,624.0
"Block Group 1, Census Tract 506.10, Gwinnett County, Georgia",1400000US13135050610,86.0,1324.0
"Block Group 2, Census Tract 506.10, Gwinnett County, Georgia",1400000US13135050610,32.0,494.0
"Block Group 3, Census Tract 506.10, Gwinnett County, Georgia",1400000US13135050610,60.0,919.0
"Block Group 4, Census Tract 506.10, Gwinnett County, Georgia",1400000US13135050610,46.0,706.0
"Block Group 1, Census Tract 507.09, Gwinnett County, Georgia",1400000US13135050709,297.0,1268.0
"Block Group 2, Census Tract 507.09, Gwinnett County, Georgia",1400000US13135050709,163.0,695.0
"Block Group 3, Census Tract 507.09, Gwinnett County, Georgia",1400000US13135050709,187.0,796.0
"Block Group 1, Census Tract 507.12, Gwinnett County, Georgia",1400000US13135050712,52.0,218.0
"Block Group 2, Census Tract 507.12, Gwinnett County, Georgia",1400000US13135050712,49.0,206.0
"Block Group 3, Census Tract 507.12, Gwinnett County, Georgia",1400000US13135050712,102.0,433.0
"Block Group 4, Census Tract 507.12, Gwinnett County, Georgia",1400000US13135050712,92.0,388.0
"Block Group 1, Census Tract 507.13, Gwinnett County, Georgia",1400000US13135050713,22.0,634.0
"Block Group 2, Census Tract 507.13, Gwinnett County, Georgia",1400000US13135050713,4.0,105.0
"Block Group 3, Census Tract 507.13, Gwinnett County, Georgia",1400000US13135050713,10.0,294.0
"Block Group 4, Census Tract 507.13, Gwinnett County, Georgia",1400000US13135050713,3.0,89.0
"Block Group 1, Census Tract 507.14, Gwinnett County, Georgia",1400000US13135050714,74.0,510.0
"Block Group 2, Census Tract 507.14, Gwinnett County, Georgia",1400000US13135050714,86.0,586.0
"Block Group 1, Census Tract 507.15, Gwinnett County, Georgia",1400000US13135050715,96.0,901.0
"Block Group 2, Census Tract 507.15, Gwinnett County, Georgia",1400000US13135050715,29.0,269.0
"Block Group 3, Census Tract 507.15, Gwinnett County, Georgia",1400000US13135050715,46.0,433.0
"Block Group 1, Census Tract 507.18, Gwinnett County, Georgia",1400000US13135050718,14.0,295.0
"Block Group 2, Census Tract 507.18, Gwinnett County, Georgia",1400000US13135050718,15.0,319.0
"Block Group 3, Census Tract 507.18, Gwinnett County, Georgia",1400000US13135050718,10.0,199.0
"Block Group 4, Census Tract 507.18, Gwinnett County, Georgia",1400000US13135050718,25.0,519.0
"Block Group 1, Census Tract 507.19, Gwinnett County, Georgia",1400000US13135050719,118.0,1131.0
"Block Group 2, Census Tract 507.19, Gwinnett County, Georgia",1400000US13135050719,74.0,706.0
"Block Group 1, Census Tract 507.20, Gwinnett County, Georgia",1400000US13135050720,29.0,492.0
"Block Group 2, Census Tract 507.20, Gwinnett County, Georgia",1400000US13135050720,28.0,478.0
"Block Group 3, Census Tract 507.20, Gwinnett County, Georgia",1400000US13135050720,42.0,718.0
"Block Group 4, Census Tract 507.20, Gwinnett County, Georgia",1400000US13135050720,15.0,260.0
"Block Group 1, Census Tract 507.21, Gwinnett County, Georgia",1400000US13135050721,142.0,569.0
"Block Group 2, Census Tract 507.21, Gwinnett County, Georgia",1400000US13135050721,51.0,203.0
"Block Group 3, Census Tract 507.21, Gwinnett County, Georgia",1400000US13135050721,98.0,391.0
"Block Group 4, Census Tract 507.21, Gwinnett County, Georgia",1400000US13135050721,146.0,583.0
"Block Group 1, Census Tract 507.22, Gwinnett County, Georgia",1400000US13135050722,185.0,644.0
"Block Group 1, Census Tract 507.23, Gwinnett County, Georgia",1400000US13135050723,66.0,281.0
"Block Group 2, Census Tract 507.23, Gwinnett County, Georgia",1400000US13135050723,85.0,360.0
"Block Group 3, Census Tract 507.23, Gwinnett County, Georgia",1400000US13135050723,140.0,595.0
"Block Group 1, Census Tract 507.24, Gwinnett County, Georgia",1400000US13135050724,271.0,1166.0
"Block Group 2, Census Tract 507.24, Gwinnett County, Georgia",1400000US13135050724,282.0,1217.0
"Block Group 3, Census Tract 507.24, Gwinnett County, Georgia",1400000US13135050724,221.0,952.0
"Block Group 1, Census Tract 507.25, Gwinnett County, Georgia",1400000US13135050725,114.0,943.0
"Block Group 2, Census Tract 507.25, Gwinnett County, Georgia",1400000US13135050725,85.0,699.0
"Block Group 3, Census Tract 507.25, Gwinnett County, Georgia",1400000US13135050725,43.0,352.0
"Block Group 1, Census Tract 507.26, Gwinnett County, Georgia",1400000US13135050726,158.0,982.0
"Block Group 2, Census Tract 507.26, Gwinnett County, Georgia",1400000US13135050726,252.0,1566.0
"Block Group 1, Census Tract 507.27, Gwinnett County, Georgia",1400000US13135050727,58.0,654.0
"Block Group 2, Census Tract 507.27, Gwinnett County, Georgia",1400000US13135050727,107.0,1191.0
"Block Group 3, Census Tract 507.27, Gwinnett County, Georgia",1400000US13135050727,57.0,631.0
"Block Group 1, Census Tract 507.28, Gwinnett County, Georgia",1400000US13135050728,209.0,2054.0
"Block Group 2, Census Tract 507.28, Gwinnett County, Georgia",1400000US13135050728,134.0,1322.0
"Block Group 3, Census Tract 507.28, Gwinnett County, Georgia",1400000US13135050728,83.0,815.0
"Block Group 4, Census Tract 507.28, Gwinnett County, Georgia",1400000US13135050728,53.0,525.0
"Block Group 1, Census Tract 507.29, Gwinnett County, Georgia",1400000US13135050729,41.0,149.0
"Block Group 2, Census Tract 507.29, Gwinnett County, Georgia",1400000US13135050729,186.0,679.0
"Block Group 1, Census Tract 507.30, Gwinnett County, Georgia",1400000US13135050730,82.0,1443.0
"Block Group 2, Census Tract 507.30, Gwinnett County, Georgia",1400000US13135050730,44.0,776.0
"Block Group 1, Census Tract 507.31, Gwinnett County, Georgia",1400000US13135050731,149.0,1021.0
"Block Group 2, Census Tract 507.31, Gwinnett County, Georgia",1400000US13135050731,223.0,1521.0
"Block Group 1, Census Tract 1, Habersham County, Georgia",1400000US13137000100,134.0,405.0
"Block Group 2, Census Tract 1, Habersham County, Georgia",1400000US13137000100,75.0,228.0
"Block Group 1, Census Tract 2.01, Habersham County, Georgia",1400000US13137000201,28.0,271.0
"Block Group 2, Census Tract 2.01, Habersham County, Georgia",1400000US13137000201,44.0,423.0
"Block Group 1, Census Tract 2.02, Habersham County, Georgia",1400000US13137000202,2.0,155.0
"Block Group 2, Census Tract 2.02, Habersham County, Georgia",1400000US13137000202,6.0,389.0
"Block Group 3, Census Tract 2.02, Habersham County, Georgia",1400000US13137000202,6.0,374.0
"Block Group 1, Census Tract 3, Habersham County, Georgia",1400000US13137000300,62.0,171.0
"Block Group 2, Census Tract 3, Habersham County, Georgia",1400000US13137000300,86.0,239.0
"Block Group 3, Census Tract 3, Habersham County, Georgia",1400000US13137000300,104.0,287.0
"Block Group 1, Census Tract 4, Habersham County, Georgia",1400000US13137000400,77.0,707.0
"Block Group 2, Census Tract 4, Habersham County, Georgia",1400000US13137000400,23.0,207.0
"Block Group 3, Census Tract 4, Habersham County, Georgia",1400000US13137000400,31.0,288.0
"Block Group 1, Census Tract 5, Habersham County, Georgia",1400000US13137000500,94.0,226.0
"Block Group 2, Census Tract 5, Habersham County, Georgia",1400000US13137000500,76.0,182.0
"Block Group 3, Census Tract 5, Habersham County, Georgia",1400000US13137000500,162.0,387.0
"Block Group 4, Census Tract 5, Habersham County, Georgia",1400000US13137000500,50.0,120.0
"Block Group 5, Census Tract 5, Habersham County, Georgia",1400000US13137000500,62.0,147.0
"Block Group 1, Census Tract 6.01, Habersham County, Georgia",1400000US13137000601,63.0,312.0
"Block Group 2, Census Tract 6.01, Habersham County, Georgia",1400000US13137000601,460.0,2288.0
"Block Group 3, Census Tract 6.01, Habersham County, Georgia",1400000US13137000601,31.0,154.0
"Block Group 1, Census Tract 6.02, Habersham County, Georgia",1400000US13137000602,58.0,132.0
"Block Group 2, Census Tract 6.02, Habersham County, Georgia",1400000US13137000602,106.0,243.0
"Block Group 3, Census Tract 6.02, Habersham County, Georgia",1400000US13137000602,198.0,451.0
"Block Group 4, Census Tract 6.02, Habersham County, Georgia",1400000US13137000602,117.0,266.0
"Block Group 5, Census Tract 6.02, Habersham County, Georgia",1400000US13137000602,62.0,142.0
"Block Group 1, Census Tract 1.01, Hall County, Georgia",1400000US13139000101,83.0,507.0
"Block Group 2, Census Tract 1.01, Hall County, Georgia",1400000US13139000101,90.0,546.0
"Block Group 1, Census Tract 1.02, Hall County, Georgia",1400000US13139000102,18.0,437.0
"Block Group 2, Census Tract 1.02, Hall County, Georgia",1400000US13139000102,10.0,256.0
"Block Group 1, Census Tract 2.01, Hall County, Georgia",1400000US13139000201,140.0,385.0
"Block Group 2, Census Tract 2.01, Hall County, Georgia",1400000US13139000201,56.0,155.0
"Block Group 3, Census Tract 2.01, Hall County, Georgia",1400000US13139000201,152.0,415.0
"Block Group 1, Census Tract 2.03, Hall County, Georgia",1400000US13139000203,7.0,462.0
"Block Group 2, Census Tract 2.03, Hall County, Georgia",1400000US13139000203,8.0,491.0
"Block Group 1, Census Tract 2.04, Hall County, Georgia",1400000US13139000204,21.0,412.0
"Block Group 2, Census Tract 2.04, Hall County, Georgia",1400000US13139000204,17.0,345.0
"Block Group 1, Census Tract 3.02, Hall County, Georgia",1400000US13139000302,57.0,295.0
"Block Group 2, Census Tract 3.02, Hall County, Georgia",1400000US13139000302,89.0,465.0
"Block Group 3, Census Tract 3.02, Hall County, Georgia",1400000US13139000302,22.0,115.0
"Block Group 4, Census Tract 3.02, Hall County, Georgia",1400000US13139000302,76.0,392.0
"Block Group 1, Census Tract 3.03, Hall County, Georgia",1400000US13139000303,138.0,334.0
"Block Group 2, Census Tract 3.03, Hall County, Georgia",1400000US13139000303,25.0,59.0
"Block Group 1, Census Tract 3.04, Hall County, Georgia",1400000US13139000304,33.0,348.0
"Block Group 2, Census Tract 3.04, Hall County, Georgia",1400000US13139000304,44.0,462.0
"Block Group 1, Census Tract 3.05, Hall County, Georgia",1400000US13139000305,24.0,279.0
"Block Group 2, Census Tract 3.05, Hall County, Georgia",1400000US13139000305,69.0,808.0
"Block Group 3, Census Tract 3.05, Hall County, Georgia",1400000US13139000305,8.0,93.0
"Block Group 1, Census Tract 4, Hall County, Georgia",1400000US13139000400,65.0,204.0
"Block Group 2, Census Tract 4, Hall County, Georgia",1400000US13139000400,175.0,551.0
"Block Group 3, Census Tract 4, Hall County, Georgia",1400000US13139000400,28.0,88.0
"Block Group 4, Census Tract 4, Hall County, Georgia",1400000US13139000400,105.0,331.0
"Block Group 1, Census Tract 5, Hall County, Georgia",1400000US13139000500,9.0,82.0
"Block Group 2, Census Tract 5, Hall County, Georgia",1400000US13139000500,96.0,836.0
"Block Group 3, Census Tract 5, Hall County, Georgia",1400000US13139000500,14.0,123.0
"Block Group 4, Census Tract 5, Hall County, Georgia",1400000US13139000500,91.0,793.0
"Block Group 5, Census Tract 5, Hall County, Georgia",1400000US13139000500,22.0,188.0
"Block Group 1, Census Tract 6, Hall County, Georgia",1400000US13139000600,26.0,42.0
"Block Group 2, Census Tract 6, Hall County, Georgia",1400000US13139000600,158.0,250.0
"Block Group 3, Census Tract 6, Hall County, Georgia",1400000US13139000600,227.0,360.0
"Block Group 1, Census Tract 7.01, Hall County, Georgia",1400000US13139000701,184.0,590.0
"Block Group 2, Census Tract 7.01, Hall County, Georgia",1400000US13139000701,336.0,1075.0
"Block Group 1, Census Tract 7.02, Hall County, Georgia",1400000US13139000702,125.0,684.0
"Block Group 2, Census Tract 7.02, Hall County, Georgia",1400000US13139000702,88.0,484.0
"Block Group 1, Census Tract 8, Hall County, Georgia",1400000US13139000800,210.0,161.0
"Block Group 2, Census Tract 8, Hall County, Georgia",1400000US13139000800,197.0,150.0
"Block Group 3, Census Tract 8, Hall County, Georgia",1400000US13139000800,570.0,435.0
"Block Group 1, Census Tract 9, Hall County, Georgia",1400000US13139000900,38.0,182.0
"Block Group 2, Census Tract 9, Hall County, Georgia",1400000US13139000900,51.0,247.0
"Block Group 3, Census Tract 9, Hall County, Georgia",1400000US13139000900,82.0,393.0
"Block Group 4, Census Tract 9, Hall County, Georgia",1400000US13139000900,63.0,303.0
"Block Group 1, Census Tract 10.02, Hall County, Georgia",1400000US13139001002,5.0,109.0
"Block Group 2, Census Tract 10.02, Hall County, Georgia",1400000US13139001002,29.0,631.0
"Block Group 3, Census Tract 10.02, Hall County, Georgia",1400000US13139001002,29.0,636.0
"Block Group 1, Census Tract 10.03, Hall County, Georgia",1400000US13139001003,477.0,854.0
"Block Group 2, Census Tract 10.03, Hall County, Georgia",1400000US13139001003,428.0,766.0
"Block Group 3, Census Tract 10.03, Hall County, Georgia",1400000US13139001003,72.0,128.0
"Block Group 1, Census Tract 10.04, Hall County, Georgia",1400000US13139001004,161.0,730.0
"Block Group 1, Census Tract 11.01, Hall County, Georgia",1400000US13139001101,226.0,232.0
"Block Group 2, Census Tract 11.01, Hall County, Georgia",1400000US13139001101,202.0,208.0
"Block Group 3, Census Tract 11.01, Hall County, Georgia",1400000US13139001101,279.0,287.0
"Block Group 1, Census Tract 11.02, Hall County, Georgia",1400000US13139001102,354.0,594.0
"Block Group 1, Census Tract 12.01, Hall County, Georgia",1400000US13139001201,116.0,289.0
"Block Group 2, Census Tract 12.01, Hall County, Georgia",1400000US13139001201,188.0,472.0
"Block Group 3, Census Tract 12.01, Hall County, Georgia",1400000US13139001201,363.0,908.0
"Block Group 1, Census Tract 12.02, Hall County, Georgia",1400000US13139001202,204.0,849.0
"Block Group 2, Census Tract 12.02, Hall County, Georgia",1400000US13139001202,139.0,579.0
"Block Group 1, Census Tract 13.01, Hall County, Georgia",1400000US13139001301,82.0,541.0
"Block Group 2, Census Tract 13.01, Hall County, Georgia",1400000US13139001301,115.0,757.0
"Block Group 3, Census Tract 13.01, Hall County, Georgia",1400000US13139001301,176.0,1154.0
"Block Group 1, Census Tract 13.02, Hall County, Georgia",1400000US13139001302,163.0,691.0
"Block Group 2, Census Tract 13.02, Hall County, Georgia",1400000US13139001302,89.0,378.0
"Block Group 1, Census Tract 14.02, Hall County, Georgia",1400000US13139001402,32.0,117.0
"Block Group 2, Census Tract 14.02, Hall County, Georgia",1400000US13139001402,61.0,218.0
"Block Group 3, Census Tract 14.02, Hall County, Georgia",1400000US13139001402,86.0,311.0
"Block Group 1, Census Tract 14.03, Hall County, Georgia",1400000US13139001403,111.0,227.0
"Block Group 2, Census Tract 14.03, Hall County, Georgia",1400000US13139001403,289.0,593.0
"Block Group 1, Census Tract 14.04, Hall County, Georgia",1400000US13139001404,164.0,758.0
"Block Group 2, Census Tract 14.04, Hall County, Georgia",1400000US13139001404,30.0,140.0
"Block Group 3, Census Tract 14.04, Hall County, Georgia",1400000US13139001404,57.0,261.0
